Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 132, 154, 555, 11376, 0.192, 0.462, 0.271, 0.878, 7.208
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 209, 77, 1215, 10716, 0.147, 0.731, 0.244, 0.840, 5.270
EMF, 169, 117, 971, 10960, 0.148, 0.591, 0.237, 0.842, 5.333
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 177, 109, 785, 11146, 0.184, 0.619, 0.284, 0.873, 6.860
JFreeChart, 150, 136, 662, 11269, 0.185, 0.524, 0.273, 0.873, 6.891
JMeter, 178, 108, 520, 11411, 0.255, 0.622, 0.362, 0.908, 9.893
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 151, 135, 643, 11288, 0.190, 0.528, 0.280, 0.877, 7.124
Dubbo, 98, 188, 737, 11194, 0.117, 0.343, 0.175, 0.801, 4.013
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 126, 160, 421, 11510, 0.230, 0.441, 0.303, 0.898, 8.840
Hive, 198, 88, 592, 11339, 0.251, 0.692, 0.368, 0.907, 9.706
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 194, 92, 794, 11137, 0.196, 0.678, 0.305, 0.881, 7.388
SpringFramework, 148, 138, 705, 11226, 0.174, 0.517, 0.260, 0.865, 6.412
Storm, 197, 89, 747, 11184, 0.209, 0.689, 0.320, 0.888, 7.914
Tomcat, 232, 54, 434, 11497, 0.348, 0.811, 0.487, 0.933, 13.880
Zookeeper, 184, 102, 820, 11111, 0.183, 0.643, 0.285, 0.872, 6.829
