Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 147, 134, 116, 3750, 0.559, 0.523, 0.540, 0.879, 7.249
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 200, 81, 342, 3524, 0.369, 0.712, 0.486, 0.816, 4.446
EMF, 217, 64, 305, 3561, 0.416, 0.772, 0.540, 0.837, 5.135
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 218, 63, 193, 3673, 0.530, 0.776, 0.630, 0.872, 6.828
JFreeChart, 195, 86, 203, 3663, 0.490, 0.694, 0.574, 0.862, 6.231
JMeter, 239, 42, 47, 3819, 0.836, 0.851, 0.843, 0.919, 11.333
JRuby, 197, 84, 217, 3649, 0.476, 0.701, 0.567, 0.858, 6.023
SQuirrel, 216, 65, 196, 3670, 0.524, 0.769, 0.623, 0.871, 6.737
Dubbo, 75, 206, 176, 3690, 0.299, 0.267, 0.282, 0.773, 3.410
Gradle, 74, 207, 134, 3732, 0.356, 0.263, 0.303, 0.810, 4.250
Groovy, 161, 120, 112, 3754, 0.590, 0.573, 0.581, 0.885, 7.703
Hive, 201, 80, 170, 3696, 0.542, 0.715, 0.617, 0.875, 6.996
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 191, 90, 172, 3694, 0.526, 0.680, 0.593, 0.871, 6.765
SpringFramework, 191, 90, 185, 3681, 0.508, 0.680, 0.581, 0.867, 6.497
Storm, 206, 75, 216, 3650, 0.488, 0.733, 0.586, 0.861, 6.204
Tomcat, 194, 87, 156, 3710, 0.554, 0.690, 0.615, 0.878, 7.180
Zookeeper, 128, 153, 262, 3604, 0.328, 0.456, 0.382, 0.794, 3.844
