Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 59, 76, 67, 1016, 0.468, 0.437, 0.452, 0.763, 3.225
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 102, 33, 117, 966, 0.466, 0.756, 0.576, 0.762, 3.202
EMF, 97, 38, 108, 975, 0.473, 0.719, 0.571, 0.766, 3.269
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 96, 39, 100, 983, 0.490, 0.711, 0.580, 0.774, 3.419
JFreeChart, 92, 43, 85, 998, 0.520, 0.681, 0.590, 0.787, 3.690
JMeter, 89, 46, 76, 1007, 0.539, 0.659, 0.593, 0.795, 3.867
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 93, 42, 86, 997, 0.520, 0.689, 0.592, 0.787, 3.688
Dubbo, 44, 91, 82, 1001, 0.349, 0.326, 0.337, 0.683, 2.151
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 59, 76, 56, 1027, 0.513, 0.437, 0.472, 0.784, 3.629
Hive, 87, 48, 93, 990, 0.483, 0.644, 0.552, 0.771, 3.361
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 88, 47, 89, 994, 0.497, 0.652, 0.564, 0.777, 3.486
SpringFramework, 72, 63, 123, 960, 0.369, 0.533, 0.436, 0.700, 2.331
Storm, 95, 40, 83, 1000, 0.534, 0.704, 0.607, 0.792, 3.815
Tomcat, 87, 48, 124, 959, 0.412, 0.644, 0.503, 0.731, 2.720
Zookeeper, 59, 76, 84, 999, 0.413, 0.437, 0.424, 0.731, 2.722
