Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 131, 117, 192, 3994, 0.406, 0.528, 0.459, 0.862, 6.251
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 198, 50, 497, 3689, 0.285, 0.798, 0.420, 0.804, 4.094
EMF, 188, 60, 305, 3881, 0.381, 0.758, 0.507, 0.853, 5.818
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 198, 50, 314, 3872, 0.387, 0.798, 0.521, 0.855, 5.914
JFreeChart, 177, 71, 316, 3870, 0.359, 0.714, 0.478, 0.844, 5.419
JMeter, 190, 58, 292, 3894, 0.394, 0.766, 0.521, 0.858, 6.048
JRuby, 188, 60, 313, 3873, 0.375, 0.758, 0.502, 0.851, 5.709
SQuirrel, 197, 51, 293, 3893, 0.402, 0.794, 0.534, 0.861, 6.188
Dubbo, 75, 173, 224, 3962, 0.251, 0.302, 0.274, 0.777, 3.485
Gradle, 46, 202, 148, 4038, 0.237, 0.185, 0.208, 0.764, 3.239
Groovy, 198, 50, 102, 4084, 0.660, 0.798, 0.723, 0.915, 10.800
Hive, 167, 81, 261, 3925, 0.390, 0.673, 0.494, 0.857, 5.976
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 171, 77, 273, 3913, 0.385, 0.690, 0.494, 0.855, 5.886
SpringFramework, 165, 83, 281, 3905, 0.370, 0.665, 0.476, 0.849, 5.614
Storm, 193, 55, 267, 3919, 0.420, 0.778, 0.545, 0.867, 6.501
Tomcat, 167, 81, 298, 3888, 0.359, 0.673, 0.468, 0.844, 5.421
Zookeeper, 138, 110, 597, 3589, 0.188, 0.556, 0.281, 0.702, 2.357
