Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 156, 226, 135, 3134, 0.536, 0.408, 0.464, 0.805, 4.124
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 324, 58, 225, 3044, 0.590, 0.848, 0.696, 0.823, 4.641
EMF, 218, 164, 327, 2942, 0.400, 0.571, 0.470, 0.738, 2.823
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 231, 151, 202, 3067, 0.533, 0.605, 0.567, 0.804, 4.099
JFreeChart, 283, 99, 256, 3013, 0.525, 0.741, 0.615, 0.801, 4.018
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 207, 175, 179, 3090, 0.536, 0.542, 0.539, 0.805, 4.125
Dubbo, 194, 188, 219, 3050, 0.470, 0.508, 0.488, 0.777, 3.490
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 269, 113, 111, 3158, 0.708, 0.704, 0.706, 0.852, 5.766
Hive, 314, 68, 140, 3129, 0.692, 0.822, 0.751, 0.849, 5.610
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 298, 84, 163, 3106, 0.646, 0.780, 0.707, 0.838, 5.178
SpringFramework, 265, 117, 831, 2438, 0.242, 0.694, 0.359, 0.567, 1.311
Storm, 319, 63, 149, 3120, 0.682, 0.835, 0.751, 0.847, 5.515
Tomcat, 306, 76, 128, 3141, 0.705, 0.801, 0.750, 0.852, 5.739
Zookeeper, 279, 103, 308, 2961, 0.475, 0.730, 0.576, 0.780, 3.543
