Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 520, 525, 1460, 26834, 0.263, 0.498, 0.344, 0.864, 6.373
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 756, 289, 2800, 25494, 0.213, 0.723, 0.329, 0.832, 4.969
EMF, 800, 245, 2835, 25459, 0.220, 0.766, 0.342, 0.838, 5.179
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 742, 303, 2440, 25854, 0.233, 0.710, 0.351, 0.847, 5.547
JFreeChart, 649, 396, 1765, 26529, 0.269, 0.621, 0.375, 0.868, 6.548
JMeter, 739, 306, 1836, 26458, 0.287, 0.707, 0.408, 0.876, 7.057
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 714, 331, 2191, 26103, 0.246, 0.683, 0.362, 0.855, 5.901
Dubbo, 333, 712, 2220, 26074, 0.130, 0.319, 0.185, 0.727, 2.662
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 486, 559, 1109, 27185, 0.305, 0.465, 0.368, 0.883, 7.555
Hive, 850, 195, 793, 27501, 0.517, 0.813, 0.632, 0.931, 13.525
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 657, 388, 1804, 26490, 0.267, 0.629, 0.375, 0.867, 6.495
SpringFramework, 598, 447, 1772, 26522, 0.252, 0.572, 0.350, 0.859, 6.084
Storm, 738, 307, 1809, 26485, 0.290, 0.706, 0.411, 0.877, 7.135
Tomcat, 652, 393, 1766, 26528, 0.270, 0.624, 0.377, 0.868, 6.570
Zookeeper, 427, 618, 1810, 26484, 0.191, 0.409, 0.260, 0.813, 4.359
