Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 196, 180, 84, 2031, 0.700, 0.521, 0.598, 0.784, 3.637
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 285, 91, 180, 1935, 0.613, 0.758, 0.678, 0.754, 3.060
EMF, 276, 100, 132, 1983, 0.676, 0.734, 0.704, 0.777, 3.482
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 287, 89, 214, 1901, 0.573, 0.763, 0.655, 0.737, 2.795
JFreeChart, 275, 101, 177, 1938, 0.608, 0.731, 0.664, 0.752, 3.031
JMeter, 263, 113, 121, 1994, 0.685, 0.699, 0.692, 0.780, 3.537
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 275, 101, 154, 1961, 0.641, 0.731, 0.683, 0.765, 3.247
Dubbo, 118, 258, 173, 1942, 0.405, 0.314, 0.354, 0.628, 1.686
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 162, 214, 66, 2049, 0.711, 0.431, 0.536, 0.788, 3.707
Hive, 258, 118, 152, 1963, 0.629, 0.686, 0.656, 0.760, 3.169
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 256, 120, 219, 1896, 0.539, 0.681, 0.602, 0.720, 2.571
SpringFramework, 216, 160, 114, 2001, 0.655, 0.574, 0.612, 0.769, 3.336
Storm, 268, 108, 125, 1990, 0.682, 0.713, 0.697, 0.779, 3.518
Tomcat, 249, 127, 170, 1945, 0.594, 0.662, 0.626, 0.746, 2.937
Zookeeper, 206, 170, 191, 1924, 0.519, 0.548, 0.533, 0.709, 2.438
