Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 364, 253, 894, 13521, 0.289, 0.590, 0.388, 0.858, 6.049
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 517, 100, 1233, 13182, 0.295, 0.838, 0.437, 0.861, 6.198
EMF, 453, 164, 1163, 13252, 0.280, 0.734, 0.406, 0.854, 5.829
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 450, 167, 1259, 13156, 0.263, 0.729, 0.387, 0.844, 5.415
JFreeChart, 404, 213, 956, 13459, 0.297, 0.655, 0.409, 0.862, 6.237
JMeter, 491, 126, 1201, 13214, 0.290, 0.796, 0.425, 0.859, 6.070
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 452, 165, 1383, 13032, 0.246, 0.733, 0.369, 0.833, 5.001
Dubbo, 236, 381, 993, 13422, 0.192, 0.382, 0.256, 0.786, 3.678
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 347, 270, 545, 13870, 0.389, 0.562, 0.460, 0.894, 8.478
Hive, 471, 146, 842, 13573, 0.359, 0.763, 0.488, 0.886, 7.740
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 535, 82, 324, 14091, 0.623, 0.867, 0.725, 0.934, 14.174
SpringFramework, 457, 160, 1265, 13150, 0.265, 0.741, 0.391, 0.845, 5.466
Storm, 484, 133, 1245, 13170, 0.280, 0.784, 0.413, 0.853, 5.820
Tomcat, 464, 153, 1049, 13366, 0.307, 0.752, 0.436, 0.866, 6.472
Zookeeper, 385, 232, 745, 13670, 0.341, 0.624, 0.441, 0.880, 7.301
