Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 149, 99, 209, 3977, 0.416, 0.601, 0.492, 0.866, 6.441
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 183, 65, 487, 3699, 0.273, 0.738, 0.399, 0.795, 3.883
EMF, 191, 57, 355, 3831, 0.350, 0.770, 0.481, 0.840, 5.254
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 191, 57, 356, 3830, 0.349, 0.770, 0.481, 0.840, 5.243
JFreeChart, 182, 66, 320, 3866, 0.363, 0.734, 0.485, 0.846, 5.482
JMeter, 190, 58, 292, 3894, 0.394, 0.766, 0.521, 0.858, 6.048
JRuby, 188, 60, 313, 3873, 0.375, 0.758, 0.502, 0.851, 5.709
SQuirrel, 194, 54, 349, 3837, 0.357, 0.782, 0.491, 0.843, 5.388
Dubbo, 69, 179, 210, 3976, 0.247, 0.278, 0.262, 0.774, 3.422
Gradle, 46, 202, 148, 4038, 0.237, 0.185, 0.208, 0.764, 3.239
Groovy, 192, 56, 91, 4095, 0.678, 0.774, 0.723, 0.918, 11.130
Hive, 176, 72, 292, 3894, 0.376, 0.710, 0.492, 0.851, 5.724
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 157, 91, 259, 3927, 0.377, 0.633, 0.473, 0.852, 5.748
SpringFramework, 171, 77, 262, 3924, 0.395, 0.690, 0.502, 0.858, 6.061
Storm, 190, 58, 314, 3872, 0.377, 0.766, 0.505, 0.852, 5.740
Tomcat, 182, 66, 280, 3906, 0.394, 0.734, 0.513, 0.858, 6.043
Zookeeper, 159, 89, 383, 3803, 0.293, 0.641, 0.403, 0.809, 4.245
