Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 551, 494, 1335, 26959, 0.292, 0.527, 0.376, 0.878, 7.202
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 671, 374, 2588, 25706, 0.206, 0.642, 0.312, 0.827, 4.781
EMF, 776, 269, 2723, 25571, 0.222, 0.743, 0.342, 0.839, 5.227
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 753, 292, 3229, 25065, 0.189, 0.721, 0.300, 0.812, 4.309
JFreeChart, 700, 345, 1762, 26532, 0.284, 0.670, 0.399, 0.875, 6.983
JMeter, 739, 306, 1836, 26458, 0.287, 0.707, 0.408, 0.876, 7.057
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 695, 350, 2139, 26155, 0.245, 0.665, 0.358, 0.855, 5.885
Dubbo, 313, 732, 1483, 26811, 0.174, 0.300, 0.220, 0.796, 3.893
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 484, 561, 1057, 27237, 0.314, 0.463, 0.374, 0.887, 7.818
Hive, 849, 196, 830, 27464, 0.506, 0.812, 0.623, 0.930, 13.197
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 640, 405, 1537, 26757, 0.294, 0.612, 0.397, 0.879, 7.254
SpringFramework, 657, 388, 1844, 26450, 0.263, 0.629, 0.371, 0.864, 6.375
Storm, 703, 342, 1888, 26406, 0.271, 0.673, 0.387, 0.869, 6.618
Tomcat, 711, 334, 1968, 26326, 0.265, 0.680, 0.382, 0.866, 6.451
Zookeeper, 539, 506, 1921, 26373, 0.219, 0.516, 0.308, 0.837, 5.152
