Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 224, 152, 94, 2021, 0.704, 0.596, 0.646, 0.786, 3.667
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 262, 114, 191, 1924, 0.578, 0.697, 0.632, 0.739, 2.832
EMF, 274, 102, 126, 1989, 0.685, 0.729, 0.706, 0.780, 3.538
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 291, 85, 230, 1885, 0.559, 0.774, 0.649, 0.730, 2.700
JFreeChart, 274, 102, 157, 1958, 0.636, 0.729, 0.679, 0.763, 3.212
JMeter, 263, 113, 121, 1994, 0.685, 0.699, 0.692, 0.780, 3.537
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 275, 101, 190, 1925, 0.591, 0.731, 0.654, 0.745, 2.918
Dubbo, 107, 269, 144, 1971, 0.426, 0.285, 0.341, 0.646, 1.824
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 169, 207, 62, 2053, 0.732, 0.449, 0.557, 0.794, 3.847
Hive, 261, 115, 163, 1952, 0.616, 0.694, 0.652, 0.755, 3.078
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 243, 133, 160, 1955, 0.603, 0.646, 0.624, 0.750, 2.995
SpringFramework, 225, 151, 81, 2034, 0.735, 0.598, 0.660, 0.795, 3.871
Storm, 251, 125, 124, 1991, 0.669, 0.668, 0.668, 0.774, 3.434
Tomcat, 261, 115, 164, 1951, 0.614, 0.694, 0.652, 0.754, 3.069
Zookeeper, 225, 151, 146, 1969, 0.606, 0.598, 0.602, 0.751, 3.018
