Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 403, 214, 729, 13686, 0.356, 0.653, 0.461, 0.885, 7.673
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 468, 149, 1328, 13087, 0.261, 0.759, 0.388, 0.842, 5.348
EMF, 465, 152, 1114, 13301, 0.294, 0.754, 0.423, 0.861, 6.175
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 443, 174, 1348, 13067, 0.247, 0.718, 0.368, 0.834, 5.026
JFreeChart, 440, 177, 973, 13442, 0.311, 0.713, 0.433, 0.868, 6.587
JMeter, 491, 126, 1201, 13214, 0.290, 0.796, 0.425, 0.859, 6.070
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 475, 142, 1439, 12976, 0.248, 0.770, 0.375, 0.835, 5.046
Dubbo, 230, 387, 846, 13569, 0.214, 0.373, 0.272, 0.808, 4.208
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 344, 273, 507, 13908, 0.404, 0.558, 0.469, 0.898, 8.848
Hive, 484, 133, 844, 13571, 0.364, 0.784, 0.498, 0.887, 7.879
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 520, 97, 324, 14091, 0.616, 0.843, 0.712, 0.933, 14.010
SpringFramework, 479, 138, 929, 13486, 0.340, 0.776, 0.473, 0.879, 7.288
Storm, 512, 105, 1474, 12941, 0.258, 0.830, 0.393, 0.841, 5.281
Tomcat, 490, 127, 820, 13595, 0.374, 0.794, 0.509, 0.890, 8.113
Zookeeper, 446, 171, 704, 13711, 0.388, 0.723, 0.505, 0.894, 8.449
