Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 223, 98, 330, 2673, 0.403, 0.695, 0.510, 0.761, 3.176
ArgoUML, 220, 101, 218, 2785, 0.502, 0.685, 0.580, 0.808, 4.201
Columba, 271, 50, 285, 2718, 0.487, 0.844, 0.618, 0.802, 4.047
EMF, 270, 51, 363, 2640, 0.427, 0.841, 0.566, 0.774, 3.417
Hibernate, 266, 55, 234, 2769, 0.532, 0.829, 0.648, 0.818, 4.509
JEdit, 249, 72, 558, 2445, 0.309, 0.776, 0.441, 0.687, 2.195
JFreeChart, 278, 43, 427, 2576, 0.394, 0.866, 0.542, 0.755, 3.083
JMeter, 253, 68, 229, 2774, 0.525, 0.788, 0.630, 0.816, 4.435
JRuby, 252, 69, 196, 2807, 0.563, 0.785, 0.655, 0.828, 4.825
SQuirrel, 266, 55, 295, 2708, 0.474, 0.829, 0.603, 0.796, 3.910
Dubbo, 256, 65, 283, 2720, 0.475, 0.798, 0.595, 0.797, 3.918
Groovy, 242, 79, 178, 2825, 0.576, 0.754, 0.653, 0.832, 4.967
Hive, 269, 52, 237, 2766, 0.532, 0.838, 0.651, 0.818, 4.505
Maven, 260, 61, 297, 2706, 0.467, 0.810, 0.592, 0.793, 3.834
Poi, 272, 49, 260, 2743, 0.511, 0.847, 0.638, 0.811, 4.294
SpringFramework, 248, 73, 223, 2780, 0.527, 0.773, 0.626, 0.817, 4.452
Storm, 280, 41, 353, 2650, 0.442, 0.872, 0.587, 0.782, 3.580
Tomcat, 261, 60, 265, 2738, 0.496, 0.813, 0.616, 0.805, 4.138
Zookeeper, 251, 70, 331, 2672, 0.431, 0.782, 0.556, 0.776, 3.466
