Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 720, 249, 341, 4116, 0.679, 0.743, 0.709, 0.737, 2.800
Columba, 913, 56, 276, 4181, 0.768, 0.942, 0.846, 0.767, 3.300
EMF, 874, 95, 323, 4134, 0.730, 0.902, 0.807, 0.755, 3.089
Hibernate, 888, 81, 273, 4184, 0.765, 0.916, 0.834, 0.767, 3.283
JEdit, 709, 260, 462, 3995, 0.605, 0.732, 0.663, 0.705, 2.390
JFreeChart, 913, 56, 415, 4042, 0.688, 0.942, 0.795, 0.740, 2.850
JMeter, 871, 98, 246, 4211, 0.780, 0.899, 0.835, 0.771, 3.366
JRuby, 911, 58, 240, 4217, 0.791, 0.940, 0.859, 0.774, 3.432
SQuirrel, 918, 51, 374, 4083, 0.711, 0.947, 0.812, 0.749, 2.979
Dubbo, 884, 85, 294, 4163, 0.750, 0.912, 0.823, 0.762, 3.202
Gradle, 799, 170, 208, 4249, 0.793, 0.825, 0.809, 0.775, 3.443
Groovy, 863, 106, 207, 4250, 0.807, 0.891, 0.846, 0.779, 3.516
Hive, 898, 71, 287, 4170, 0.758, 0.927, 0.834, 0.764, 3.243
Maven, 851, 118, 291, 4166, 0.745, 0.878, 0.806, 0.760, 3.173
Poi, 907, 62, 256, 4201, 0.780, 0.936, 0.851, 0.771, 3.367
SpringFramework, 871, 98, 255, 4202, 0.774, 0.899, 0.832, 0.769, 3.331
Storm, 908, 61, 363, 4094, 0.714, 0.937, 0.811, 0.750, 3.000
Tomcat, 898, 71, 310, 4147, 0.743, 0.927, 0.825, 0.760, 3.163
Zookeeper, 863, 106, 318, 4139, 0.731, 0.891, 0.803, 0.756, 3.092
