Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 54, 44, 385, 7229, 0.123, 0.551, 0.201, 0.897, 8.680
ArgoUML, 61, 37, 150, 7464, 0.289, 0.622, 0.395, 0.956, 21.750
Columba, 71, 27, 133, 7481, 0.348, 0.724, 0.470, 0.963, 26.389
EMF, 65, 33, 331, 7283, 0.164, 0.663, 0.263, 0.923, 11.917
Hibernate, 69, 29, 141, 7473, 0.329, 0.704, 0.448, 0.961, 24.857
JEdit, 46, 52, 730, 6884, 0.059, 0.469, 0.105, 0.786, 3.665
JFreeChart, 77, 21, 442, 7172, 0.148, 0.786, 0.250, 0.914, 10.675
JMeter, 64, 34, 215, 7399, 0.229, 0.653, 0.340, 0.945, 17.052
JRuby, 70, 28, 104, 7510, 0.402, 0.714, 0.515, 0.968, 30.658
SQuirrel, 72, 26, 253, 7361, 0.222, 0.735, 0.340, 0.943, 16.434
Dubbo, 70, 28, 198, 7416, 0.261, 0.714, 0.383, 0.951, 19.554
Gradle, 60, 38, 110, 7504, 0.353, 0.612, 0.448, 0.964, 26.774
Groovy, 69, 29, 94, 7520, 0.423, 0.704, 0.529, 0.970, 32.312
Hive, 76, 22, 177, 7437, 0.300, 0.776, 0.433, 0.958, 22.639
Maven, 60, 38, 311, 7303, 0.162, 0.612, 0.256, 0.921, 11.727
Poi, 74, 24, 172, 7442, 0.301, 0.755, 0.430, 0.958, 22.672
Storm, 74, 24, 284, 7330, 0.207, 0.755, 0.325, 0.939, 15.266
Tomcat, 72, 26, 193, 7421, 0.272, 0.735, 0.397, 0.953, 20.381
Zookeeper, 64, 34, 379, 7235, 0.144, 0.653, 0.237, 0.912, 10.369
