Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 28, 46, 111, 2400, 0.201, 0.378, 0.263, 0.858, 6.037
ArgoUML, 24, 50, 40, 2471, 0.375, 0.324, 0.348, 0.924, 12.100
Columba, 30, 44, 59, 2452, 0.337, 0.405, 0.368, 0.915, 10.775
Hibernate, 26, 48, 89, 2422, 0.226, 0.351, 0.275, 0.873, 6.898
JEdit, 48, 26, 304, 2207, 0.136, 0.649, 0.225, 0.790, 3.764
JFreeChart, 43, 31, 173, 2338, 0.199, 0.581, 0.297, 0.856, 5.954
JMeter, 31, 43, 36, 2475, 0.463, 0.419, 0.440, 0.938, 15.163
JRuby, 29, 45, 33, 2478, 0.468, 0.392, 0.426, 0.939, 15.339
SQuirrel, 32, 42, 79, 2432, 0.288, 0.432, 0.346, 0.901, 9.071
Dubbo, 29, 45, 91, 2420, 0.242, 0.392, 0.299, 0.882, 7.442
Gradle, 33, 41, 52, 2459, 0.388, 0.446, 0.415, 0.926, 12.562
Groovy, 29, 45, 16, 2495, 0.644, 0.392, 0.487, 0.956, 21.512
Hive, 30, 44, 54, 2457, 0.357, 0.405, 0.380, 0.920, 11.476
Maven, 31, 43, 109, 2402, 0.221, 0.419, 0.290, 0.871, 6.735
Poi, 31, 43, 39, 2472, 0.443, 0.419, 0.431, 0.935, 14.470
SpringFramework, 25, 49, 33, 2478, 0.431, 0.338, 0.379, 0.934, 14.057
Storm, 38, 36, 94, 2417, 0.288, 0.514, 0.369, 0.901, 9.056
Tomcat, 35, 39, 70, 2441, 0.333, 0.473, 0.391, 0.914, 10.644
Zookeeper, 32, 42, 88, 2423, 0.267, 0.432, 0.330, 0.893, 8.315
