Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 33, 52, 48, 1516, 0.407, 0.388, 0.398, 0.873, 6.904
ArgoUML, 35, 50, 28, 1536, 0.556, 0.412, 0.473, 0.907, 9.778
Columba, 60, 25, 32, 1532, 0.652, 0.706, 0.678, 0.921, 11.652
EMF, 44, 41, 51, 1513, 0.463, 0.518, 0.489, 0.889, 7.985
Hibernate, 52, 33, 40, 1524, 0.565, 0.612, 0.588, 0.909, 9.965
JEdit, 35, 50, 82, 1482, 0.299, 0.412, 0.347, 0.828, 4.803
JFreeChart, 65, 20, 94, 1470, 0.409, 0.765, 0.533, 0.874, 6.931
JMeter, 51, 34, 44, 1520, 0.537, 0.600, 0.567, 0.904, 9.415
JRuby, 60, 25, 26, 1538, 0.698, 0.706, 0.702, 0.926, 12.535
SQuirrel, 41, 44, 46, 1518, 0.471, 0.482, 0.477, 0.891, 8.143
Gradle, 38, 47, 27, 1537, 0.585, 0.447, 0.507, 0.912, 10.342
Groovy, 50, 35, 25, 1539, 0.667, 0.588, 0.625, 0.923, 11.933
Hive, 62, 23, 38, 1526, 0.620, 0.729, 0.670, 0.917, 11.028
Maven, 43, 42, 45, 1519, 0.489, 0.506, 0.497, 0.895, 8.480
Poi, 65, 20, 39, 1525, 0.625, 0.765, 0.688, 0.918, 11.125
SpringFramework, 52, 33, 37, 1527, 0.584, 0.612, 0.598, 0.912, 10.335
Storm, 56, 29, 60, 1504, 0.483, 0.659, 0.557, 0.893, 8.366
Tomcat, 60, 25, 41, 1523, 0.594, 0.706, 0.645, 0.913, 10.525
Zookeeper, 51, 34, 58, 1506, 0.468, 0.600, 0.526, 0.890, 8.077
