Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 82, 113, 122, 4327, 0.402, 0.421, 0.411, 0.896, 8.573
ArgoUML, 39, 156, 34, 4415, 0.534, 0.200, 0.291, 0.921, 11.723
Columba, 56, 139, 56, 4393, 0.500, 0.287, 0.365, 0.916, 10.908
EMF, 96, 99, 279, 4170, 0.256, 0.492, 0.337, 0.836, 5.097
Hibernate, 77, 118, 77, 4372, 0.500, 0.395, 0.441, 0.916, 10.908
JFreeChart, 100, 95, 204, 4245, 0.329, 0.513, 0.401, 0.872, 6.834
JMeter, 57, 138, 55, 4394, 0.509, 0.292, 0.371, 0.917, 11.120
JRuby, 63, 132, 42, 4407, 0.600, 0.323, 0.420, 0.930, 13.289
SQuirrel, 61, 134, 64, 4385, 0.488, 0.313, 0.381, 0.914, 10.622
Dubbo, 46, 149, 86, 4363, 0.348, 0.236, 0.281, 0.880, 7.299
Gradle, 50, 145, 37, 4412, 0.575, 0.256, 0.355, 0.927, 12.687
Groovy, 45, 150, 34, 4415, 0.570, 0.231, 0.328, 0.926, 12.566
Hive, 73, 122, 52, 4397, 0.584, 0.374, 0.456, 0.928, 12.908
Maven, 70, 125, 86, 4363, 0.449, 0.359, 0.399, 0.906, 9.686
Poi, 63, 132, 40, 4409, 0.612, 0.323, 0.423, 0.931, 13.567
SpringFramework, 37, 158, 28, 4421, 0.569, 0.190, 0.285, 0.926, 12.556
Storm, 76, 119, 87, 4362, 0.466, 0.390, 0.425, 0.910, 10.104
Tomcat, 69, 126, 83, 4366, 0.454, 0.354, 0.398, 0.908, 9.811
Zookeeper, 60, 135, 90, 4359, 0.400, 0.308, 0.348, 0.895, 8.526
