Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 80, 48, 106, 3856, 0.430, 0.625, 0.510, 0.927, 12.743
ArgoUML, 91, 37, 31, 3931, 0.746, 0.711, 0.728, 0.958, 22.834
EMF, 96, 32, 82, 3880, 0.539, 0.750, 0.627, 0.942, 16.233
Hibernate, 108, 20, 80, 3882, 0.574, 0.844, 0.684, 0.946, 17.356
JEdit, 76, 52, 210, 3752, 0.266, 0.594, 0.367, 0.882, 7.491
JFreeChart, 112, 16, 123, 3839, 0.477, 0.875, 0.617, 0.934, 14.229
JMeter, 92, 36, 59, 3903, 0.609, 0.719, 0.659, 0.949, 18.468
JRuby, 112, 16, 25, 3937, 0.818, 0.875, 0.845, 0.962, 25.122
SQuirrel, 104, 24, 38, 3924, 0.732, 0.813, 0.770, 0.957, 22.402
Dubbo, 105, 23, 45, 3917, 0.700, 0.820, 0.755, 0.955, 21.367
Gradle, 72, 56, 23, 3939, 0.758, 0.563, 0.646, 0.959, 23.217
Groovy, 102, 26, 40, 3922, 0.718, 0.797, 0.756, 0.956, 21.952
Hive, 100, 28, 43, 3919, 0.699, 0.781, 0.738, 0.955, 21.345
Maven, 102, 26, 66, 3896, 0.607, 0.797, 0.689, 0.948, 18.400
Poi, 112, 16, 36, 3926, 0.757, 0.875, 0.812, 0.959, 23.181
SpringFramework, 99, 29, 26, 3936, 0.792, 0.773, 0.783, 0.960, 24.307
Storm, 105, 23, 62, 3900, 0.629, 0.820, 0.712, 0.950, 19.090
Tomcat, 104, 24, 41, 3921, 0.717, 0.813, 0.762, 0.956, 21.918
Zookeeper, 92, 36, 47, 3915, 0.662, 0.719, 0.689, 0.953, 20.149
