Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 99, 37, 93, 990, 0.516, 0.728, 0.604, 0.784, 3.622
ArgoUML, 94, 42, 50, 1033, 0.653, 0.691, 0.671, 0.829, 4.851
Columba, 104, 32, 70, 1013, 0.598, 0.765, 0.671, 0.813, 4.357
EMF, 101, 35, 97, 986, 0.510, 0.743, 0.605, 0.781, 3.572
Hibernate, 102, 34, 76, 1007, 0.573, 0.750, 0.650, 0.805, 4.136
JEdit, 97, 39, 181, 902, 0.349, 0.713, 0.469, 0.680, 2.127
JFreeChart, 113, 23, 109, 974, 0.509, 0.831, 0.631, 0.781, 3.562
JMeter, 101, 35, 67, 1016, 0.601, 0.743, 0.664, 0.814, 4.389
JRuby, 101, 35, 58, 1025, 0.635, 0.743, 0.685, 0.824, 4.694
SQuirrel, 110, 26, 95, 988, 0.537, 0.809, 0.645, 0.792, 3.810
Dubbo, 98, 38, 68, 1015, 0.590, 0.721, 0.649, 0.811, 4.292
Gradle, 92, 44, 46, 1037, 0.667, 0.676, 0.672, 0.833, 4.975
Groovy, 100, 36, 54, 1029, 0.649, 0.735, 0.690, 0.828, 4.820
Hive, 104, 32, 70, 1013, 0.598, 0.765, 0.671, 0.813, 4.357
Poi, 106, 30, 60, 1023, 0.639, 0.779, 0.702, 0.825, 4.724
SpringFramework, 92, 44, 48, 1035, 0.657, 0.676, 0.667, 0.830, 4.890
Storm, 104, 32, 88, 995, 0.542, 0.765, 0.634, 0.794, 3.855
Tomcat, 103, 33, 67, 1016, 0.606, 0.757, 0.673, 0.816, 4.431
Zookeeper, 100, 36, 99, 984, 0.503, 0.735, 0.597, 0.778, 3.504
