Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 166, 83, 334, 3852, 0.332, 0.667, 0.443, 0.831, 4.913
ArgoUML, 174, 75, 175, 4011, 0.499, 0.699, 0.582, 0.887, 7.880
Columba, 208, 41, 200, 3986, 0.510, 0.835, 0.633, 0.890, 8.080
EMF, 197, 52, 282, 3904, 0.411, 0.791, 0.541, 0.863, 6.325
Hibernate, 206, 43, 168, 4018, 0.551, 0.827, 0.661, 0.898, 8.810
JEdit, 160, 89, 471, 3715, 0.254, 0.643, 0.364, 0.779, 3.516
JFreeChart, 207, 42, 402, 3784, 0.340, 0.831, 0.483, 0.835, 5.054
JMeter, 209, 40, 172, 4014, 0.549, 0.839, 0.663, 0.898, 8.770
JRuby, 205, 44, 144, 4042, 0.587, 0.823, 0.686, 0.904, 9.462
SQuirrel, 204, 45, 213, 3973, 0.489, 0.819, 0.613, 0.885, 7.713
Dubbo, 199, 50, 201, 3985, 0.498, 0.799, 0.613, 0.887, 7.861
Gradle, 175, 74, 125, 4061, 0.583, 0.703, 0.638, 0.904, 9.390
Hive, 213, 36, 184, 4002, 0.537, 0.855, 0.659, 0.895, 8.556
Maven, 188, 61, 254, 3932, 0.425, 0.755, 0.544, 0.868, 6.576
Poi, 206, 43, 165, 4021, 0.555, 0.827, 0.665, 0.899, 8.890
SpringFramework, 194, 55, 140, 4046, 0.581, 0.779, 0.666, 0.903, 9.345
Storm, 211, 38, 266, 3920, 0.442, 0.847, 0.581, 0.873, 6.879
Tomcat, 207, 42, 200, 3986, 0.509, 0.831, 0.631, 0.890, 8.059
Zookeeper, 197, 52, 292, 3894, 0.403, 0.791, 0.534, 0.861, 6.175
