Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 119, 82, 216, 4056, 0.355, 0.592, 0.444, 0.873, 6.905
ArgoUML, 125, 76, 89, 4183, 0.584, 0.622, 0.602, 0.923, 11.999
Columba, 137, 64, 156, 4116, 0.468, 0.682, 0.555, 0.904, 9.405
EMF, 143, 58, 197, 4075, 0.421, 0.711, 0.529, 0.893, 8.360
Hibernate, 141, 60, 113, 4159, 0.555, 0.701, 0.620, 0.919, 11.353
JEdit, 125, 76, 313, 3959, 0.285, 0.622, 0.391, 0.843, 5.351
JFreeChart, 142, 59, 223, 4049, 0.389, 0.706, 0.502, 0.884, 7.658
JMeter, 135, 66, 122, 4150, 0.525, 0.672, 0.590, 0.914, 10.690
JRuby, 140, 61, 58, 4214, 0.707, 0.697, 0.702, 0.936, 14.735
Dubbo, 138, 63, 194, 4078, 0.416, 0.687, 0.518, 0.892, 8.250
Gradle, 119, 82, 81, 4191, 0.595, 0.592, 0.594, 0.924, 12.241
Groovy, 135, 66, 69, 4203, 0.662, 0.672, 0.667, 0.932, 13.727
Hive, 138, 63, 94, 4178, 0.595, 0.687, 0.637, 0.924, 12.237
Maven, 133, 68, 146, 4126, 0.477, 0.662, 0.554, 0.906, 9.608
Poi, 141, 60, 102, 4170, 0.580, 0.701, 0.635, 0.923, 11.913
SpringFramework, 127, 74, 69, 4203, 0.648, 0.632, 0.640, 0.931, 13.420
Storm, 142, 59, 180, 4092, 0.441, 0.706, 0.543, 0.898, 8.814
Tomcat, 144, 57, 131, 4141, 0.524, 0.716, 0.605, 0.914, 10.653
Zookeeper, 135, 66, 163, 4109, 0.453, 0.672, 0.541, 0.901, 9.081
