Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 187, 100, 727, 11204, 0.205, 0.652, 0.311, 0.885, 7.710
ArgoUML, 147, 140, 255, 11676, 0.366, 0.512, 0.427, 0.936, 14.567
Columba, 201, 86, 372, 11559, 0.351, 0.700, 0.467, 0.933, 13.933
EMF, 164, 123, 619, 11312, 0.209, 0.571, 0.307, 0.888, 7.917
Hibernate, 170, 117, 427, 11504, 0.285, 0.592, 0.385, 0.918, 11.123
JEdit, 181, 106, 1153, 10778, 0.136, 0.631, 0.223, 0.827, 4.776
JFreeChart, 219, 68, 779, 11152, 0.219, 0.763, 0.341, 0.893, 8.342
JMeter, 177, 110, 375, 11556, 0.321, 0.617, 0.422, 0.927, 12.651
JRuby, 220, 67, 215, 11716, 0.506, 0.767, 0.609, 0.954, 20.530
SQuirrel, 166, 121, 383, 11548, 0.302, 0.578, 0.397, 0.922, 11.872
Dubbo, 195, 92, 547, 11384, 0.263, 0.679, 0.379, 0.911, 10.188
Gradle, 119, 168, 255, 11676, 0.318, 0.415, 0.360, 0.926, 12.545
Groovy, 158, 129, 229, 11702, 0.408, 0.551, 0.469, 0.942, 16.381
Hive, 207, 80, 316, 11615, 0.396, 0.721, 0.511, 0.941, 15.849
Maven, 168, 119, 529, 11402, 0.241, 0.585, 0.341, 0.903, 9.261
Poi, 208, 79, 298, 11633, 0.411, 0.725, 0.525, 0.943, 16.500
SpringFramework, 151, 136, 220, 11711, 0.407, 0.526, 0.459, 0.942, 16.327
Storm, 189, 98, 579, 11352, 0.246, 0.659, 0.358, 0.905, 9.477
Zookeeper, 202, 85, 617, 11314, 0.247, 0.704, 0.365, 0.905, 9.500
