Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 360, 258, 630, 13785, 0.364, 0.583, 0.448, 0.887, 7.846
ArgoUML, 376, 242, 195, 14220, 0.658, 0.608, 0.632, 0.938, 15.018
Columba, 527, 91, 330, 14085, 0.615, 0.853, 0.715, 0.933, 13.958
EMF, 450, 168, 673, 13742, 0.401, 0.728, 0.517, 0.897, 8.747
Hibernate, 473, 145, 395, 14020, 0.545, 0.765, 0.637, 0.925, 12.256
JEdit, 322, 296, 1422, 12993, 0.185, 0.521, 0.273, 0.777, 3.491
JFreeChart, 544, 74, 736, 13679, 0.425, 0.880, 0.573, 0.903, 9.338
JMeter, 464, 154, 296, 14119, 0.611, 0.751, 0.673, 0.933, 13.851
JRuby, 545, 73, 273, 14142, 0.666, 0.882, 0.759, 0.938, 15.207
SQuirrel, 484, 134, 371, 14044, 0.566, 0.783, 0.657, 0.927, 12.770
Dubbo, 520, 98, 448, 13967, 0.537, 0.841, 0.656, 0.923, 12.067
Gradle, 386, 232, 252, 14163, 0.605, 0.625, 0.615, 0.932, 13.717
Groovy, 453, 165, 207, 14208, 0.686, 0.733, 0.709, 0.940, 15.696
Hive, 546, 72, 348, 14067, 0.611, 0.883, 0.722, 0.933, 13.856
Maven, 446, 172, 443, 13972, 0.502, 0.722, 0.592, 0.918, 11.204
SpringFramework, 481, 137, 242, 14173, 0.665, 0.778, 0.717, 0.938, 15.183
Storm, 505, 113, 514, 13901, 0.496, 0.817, 0.617, 0.917, 11.055
Tomcat, 545, 73, 454, 13961, 0.546, 0.882, 0.674, 0.925, 12.271
Zookeeper, 469, 149, 627, 13788, 0.428, 0.759, 0.547, 0.904, 9.409
