Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 247, 130, 133, 1982, 0.650, 0.655, 0.653, 0.767, 3.297
ArgoUML, 250, 127, 50, 2065, 0.833, 0.663, 0.739, 0.818, 4.508
Columba, 288, 89, 68, 2047, 0.809, 0.764, 0.786, 0.813, 4.347
EMF, 286, 91, 116, 1999, 0.711, 0.759, 0.734, 0.787, 3.703
JEdit, 247, 130, 278, 1837, 0.470, 0.655, 0.548, 0.678, 2.110
JFreeChart, 305, 72, 172, 1943, 0.639, 0.809, 0.714, 0.763, 3.227
JMeter, 279, 98, 69, 2046, 0.802, 0.740, 0.770, 0.811, 4.299
JRuby, 280, 97, 55, 2060, 0.836, 0.743, 0.787, 0.819, 4.525
SQuirrel, 287, 90, 90, 2025, 0.761, 0.761, 0.761, 0.801, 4.032
Dubbo, 285, 92, 100, 2015, 0.740, 0.756, 0.748, 0.796, 3.893
Gradle, 253, 124, 61, 2054, 0.806, 0.671, 0.732, 0.812, 4.326
Groovy, 274, 103, 45, 2070, 0.859, 0.727, 0.787, 0.824, 4.678
Hive, 295, 82, 82, 2033, 0.782, 0.782, 0.782, 0.807, 4.172
Maven, 260, 117, 109, 2006, 0.705, 0.690, 0.697, 0.785, 3.658
Poi, 291, 86, 56, 2059, 0.839, 0.772, 0.804, 0.820, 4.543
SpringFramework, 279, 98, 49, 2066, 0.851, 0.740, 0.791, 0.822, 4.623
Storm, 290, 87, 120, 1995, 0.707, 0.769, 0.737, 0.786, 3.675
Tomcat, 282, 95, 87, 2028, 0.764, 0.748, 0.756, 0.802, 4.052
Zookeeper, 268, 109, 112, 2003, 0.705, 0.711, 0.708, 0.785, 3.662
