Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 211, 75, 1705, 10226, 0.110, 0.738, 0.192, 0.787, 3.704
ArgoUML, 210, 76, 2109, 9822, 0.091, 0.734, 0.161, 0.741, 2.868
Columba, 228, 58, 2126, 9805, 0.097, 0.797, 0.173, 0.758, 3.137
EMF, 186, 100, 1817, 10114, 0.093, 0.650, 0.163, 0.748, 2.967
Hibernate, 191, 95, 1129, 10802, 0.145, 0.668, 0.238, 0.838, 5.181
JEdit, 208, 78, 2421, 9510, 0.079, 0.727, 0.143, 0.704, 2.380
JFreeChart, 195, 91, 1203, 10728, 0.139, 0.682, 0.232, 0.832, 4.958
JMeter, 191, 95, 1159, 10772, 0.141, 0.668, 0.233, 0.835, 5.044
JRuby, 226, 60, 1585, 10346, 0.125, 0.790, 0.216, 0.812, 4.331
SQuirrel, 207, 79, 2040, 9891, 0.092, 0.724, 0.163, 0.746, 2.935
Dubbo, 199, 87, 2538, 9393, 0.073, 0.696, 0.132, 0.678, 2.106
Gradle, 160, 126, 1302, 10629, 0.109, 0.559, 0.183, 0.786, 3.675
Groovy, 210, 76, 1401, 10530, 0.130, 0.734, 0.221, 0.820, 4.568
Hive, 200, 86, 1161, 10770, 0.147, 0.699, 0.243, 0.841, 5.277
Maven, 176, 110, 2009, 9922, 0.081, 0.615, 0.142, 0.709, 2.441
Poi, 218, 68, 1924, 10007, 0.102, 0.762, 0.180, 0.770, 3.347
SpringFramework, 201, 85, 1685, 10246, 0.107, 0.703, 0.185, 0.780, 3.553
Storm, 226, 60, 1770, 10161, 0.113, 0.790, 0.198, 0.793, 3.837
Tomcat, 241, 45, 1100, 10831, 0.180, 0.843, 0.296, 0.870, 6.677
Zookeeper, 221, 65, 1481, 10450, 0.130, 0.773, 0.222, 0.820, 4.547
