Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 79, 22, 347, 2603, 0.185, 0.782, 0.300, 0.821, 4.602
ArgoUML, 51, 50, 472, 2478, 0.098, 0.505, 0.163, 0.661, 1.946
Columba, 72, 29, 576, 2374, 0.111, 0.713, 0.192, 0.702, 2.356
EMF, 46, 55, 444, 2506, 0.094, 0.455, 0.156, 0.647, 1.836
Hibernate, 51, 50, 256, 2694, 0.166, 0.505, 0.250, 0.801, 4.018
JEdit, 62, 39, 750, 2200, 0.076, 0.614, 0.136, 0.566, 1.307
JFreeChart, 43, 58, 345, 2605, 0.111, 0.426, 0.176, 0.701, 2.348
JMeter, 44, 57, 324, 2626, 0.120, 0.436, 0.188, 0.723, 2.612
JRuby, 65, 36, 385, 2565, 0.144, 0.644, 0.236, 0.771, 3.363
SQuirrel, 61, 40, 577, 2373, 0.096, 0.604, 0.165, 0.654, 1.888
Dubbo, 41, 60, 545, 2405, 0.070, 0.406, 0.119, 0.527, 1.114
Gradle, 41, 60, 275, 2675, 0.130, 0.406, 0.197, 0.745, 2.919
Groovy, 50, 51, 342, 2608, 0.128, 0.495, 0.203, 0.740, 2.853
Hive, 55, 46, 308, 2642, 0.152, 0.545, 0.237, 0.782, 3.577
Maven, 38, 63, 355, 2595, 0.097, 0.376, 0.154, 0.658, 1.921
Poi, 58, 43, 478, 2472, 0.108, 0.574, 0.182, 0.694, 2.269
SpringFramework, 46, 55, 489, 2461, 0.086, 0.455, 0.145, 0.615, 1.597
Storm, 56, 45, 501, 2449, 0.101, 0.554, 0.170, 0.671, 2.037
Tomcat, 67, 34, 371, 2579, 0.153, 0.663, 0.249, 0.784, 3.621
Zookeeper, 54, 47, 498, 2452, 0.098, 0.535, 0.165, 0.662, 1.955
