Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 509, 108, 1889, 12526, 0.212, 0.825, 0.338, 0.807, 4.171
ArgoUML, 428, 189, 2097, 12318, 0.170, 0.694, 0.272, 0.758, 3.130
Columba, 535, 82, 2393, 12022, 0.183, 0.867, 0.302, 0.775, 3.452
EMF, 487, 130, 2091, 12324, 0.189, 0.789, 0.305, 0.783, 3.602
Hibernate, 479, 138, 1256, 13159, 0.276, 0.776, 0.407, 0.851, 5.726
JEdit, 515, 102, 3119, 11296, 0.142, 0.835, 0.242, 0.710, 2.453
JFreeChart, 486, 131, 1414, 13001, 0.256, 0.788, 0.386, 0.840, 5.232
JMeter, 467, 150, 2019, 12396, 0.188, 0.757, 0.301, 0.781, 3.577
JRuby, 495, 122, 1767, 12648, 0.219, 0.802, 0.344, 0.812, 4.331
SQuirrel, 511, 106, 2781, 11634, 0.155, 0.828, 0.261, 0.736, 2.782
Dubbo, 455, 162, 2615, 11800, 0.148, 0.737, 0.247, 0.723, 2.611
Gradle, 411, 206, 1599, 12816, 0.204, 0.666, 0.313, 0.799, 3.982
Groovy, 472, 145, 1507, 12908, 0.239, 0.765, 0.364, 0.828, 4.811
Hive, 503, 114, 1375, 13040, 0.268, 0.815, 0.403, 0.847, 5.525
Maven, 429, 188, 2039, 12376, 0.174, 0.695, 0.278, 0.764, 3.235
Poi, 567, 50, 1495, 12920, 0.275, 0.919, 0.423, 0.851, 5.699
SpringFramework, 482, 135, 1685, 12730, 0.222, 0.781, 0.346, 0.815, 4.419
Storm, 507, 110, 2102, 12313, 0.194, 0.822, 0.314, 0.789, 3.734
Tomcat, 499, 118, 1577, 12838, 0.240, 0.809, 0.371, 0.829, 4.856
Zookeeper, 516, 101, 1844, 12571, 0.219, 0.836, 0.347, 0.812, 4.327
