Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 63, 37, 219, 2174, 0.223, 0.630, 0.330, 0.820, 4.569
ArgoUML, 72, 28, 277, 2116, 0.206, 0.720, 0.321, 0.806, 4.143
Columba, 83, 17, 302, 2091, 0.216, 0.830, 0.342, 0.814, 4.375
EMF, 71, 29, 294, 2099, 0.195, 0.710, 0.305, 0.794, 3.849
Hibernate, 78, 22, 143, 2250, 0.353, 0.780, 0.486, 0.886, 7.799
JEdit, 69, 31, 337, 2056, 0.170, 0.690, 0.273, 0.764, 3.237
JFreeChart, 86, 14, 143, 2250, 0.376, 0.860, 0.523, 0.893, 8.362
JMeter, 72, 28, 195, 2198, 0.270, 0.720, 0.392, 0.851, 5.723
JRuby, 76, 24, 207, 2186, 0.269, 0.760, 0.397, 0.851, 5.695
SQuirrel, 73, 27, 241, 2152, 0.232, 0.730, 0.353, 0.827, 4.796
Dubbo, 78, 22, 358, 2035, 0.179, 0.780, 0.291, 0.776, 3.460
Gradle, 54, 46, 184, 2209, 0.227, 0.540, 0.320, 0.823, 4.656
Groovy, 72, 28, 170, 2223, 0.298, 0.720, 0.421, 0.865, 6.417
Hive, 83, 17, 159, 2234, 0.343, 0.830, 0.485, 0.883, 7.550
Maven, 71, 29, 238, 2155, 0.230, 0.710, 0.347, 0.825, 4.728
Poi, 79, 21, 228, 2165, 0.257, 0.790, 0.388, 0.844, 5.415
SpringFramework, 74, 26, 297, 2096, 0.199, 0.740, 0.314, 0.799, 3.973
Storm, 77, 23, 205, 2188, 0.273, 0.770, 0.403, 0.853, 5.807
Tomcat, 76, 24, 328, 2065, 0.188, 0.760, 0.302, 0.787, 3.690
Zookeeper, 76, 24, 227, 2166, 0.251, 0.760, 0.377, 0.840, 5.253
