Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 53, 31, 199, 1365, 0.210, 0.631, 0.315, 0.758, 3.126
ArgoUML, 58, 26, 229, 1335, 0.202, 0.690, 0.313, 0.748, 2.965
Columba, 69, 15, 205, 1359, 0.252, 0.821, 0.385, 0.798, 3.941
EMF, 52, 32, 207, 1357, 0.201, 0.619, 0.303, 0.746, 2.939
Hibernate, 64, 20, 165, 1399, 0.279, 0.762, 0.409, 0.818, 4.483
JEdit, 54, 30, 219, 1345, 0.198, 0.643, 0.303, 0.742, 2.881
JFreeChart, 57, 27, 140, 1424, 0.289, 0.679, 0.406, 0.824, 4.677
JMeter, 61, 23, 84, 1480, 0.421, 0.726, 0.533, 0.879, 7.254
JRuby, 62, 22, 151, 1413, 0.291, 0.738, 0.418, 0.825, 4.711
SQuirrel, 55, 29, 205, 1359, 0.212, 0.655, 0.320, 0.759, 3.150
Dubbo, 76, 8, 197, 1367, 0.278, 0.905, 0.426, 0.817, 4.462
Gradle, 40, 44, 97, 1467, 0.292, 0.476, 0.362, 0.825, 4.728
Groovy, 61, 23, 165, 1399, 0.270, 0.726, 0.394, 0.811, 4.295
Hive, 72, 12, 140, 1424, 0.340, 0.857, 0.486, 0.850, 5.663
Maven, 55, 29, 184, 1380, 0.230, 0.655, 0.341, 0.779, 3.515
Poi, 74, 10, 253, 1311, 0.226, 0.881, 0.360, 0.775, 3.440
SpringFramework, 62, 22, 246, 1318, 0.201, 0.738, 0.316, 0.747, 2.949
Storm, 69, 15, 182, 1382, 0.275, 0.821, 0.412, 0.815, 4.393
Tomcat, 63, 21, 118, 1446, 0.348, 0.750, 0.475, 0.854, 5.829
Zookeeper, 63, 21, 171, 1393, 0.269, 0.750, 0.396, 0.811, 4.282
