Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 872, 173, 4227, 24067, 0.171, 0.834, 0.284, 0.792, 3.801
ArgoUML, 739, 306, 5474, 22820, 0.119, 0.707, 0.204, 0.701, 2.339
Columba, 801, 244, 5941, 22353, 0.119, 0.767, 0.206, 0.700, 2.336
EMF, 857, 188, 5052, 23242, 0.145, 0.820, 0.246, 0.754, 3.072
Hibernate, 803, 242, 3076, 25218, 0.207, 0.768, 0.326, 0.828, 4.812
JEdit, 889, 156, 6709, 21585, 0.117, 0.851, 0.206, 0.696, 2.285
JFreeChart, 764, 281, 2943, 25351, 0.206, 0.731, 0.322, 0.827, 4.786
JMeter, 759, 286, 3628, 24666, 0.173, 0.726, 0.279, 0.794, 3.857
JRuby, 840, 205, 4706, 23588, 0.151, 0.804, 0.255, 0.765, 3.252
SQuirrel, 825, 220, 4897, 23397, 0.144, 0.789, 0.244, 0.753, 3.048
Dubbo, 753, 292, 6442, 21852, 0.105, 0.721, 0.183, 0.660, 1.938
Gradle, 703, 342, 2973, 25321, 0.191, 0.673, 0.298, 0.814, 4.369
Groovy, 759, 286, 3280, 25014, 0.188, 0.726, 0.299, 0.810, 4.276
Hive, 900, 145, 2339, 25955, 0.278, 0.861, 0.420, 0.872, 6.801
Maven, 575, 470, 3871, 24423, 0.129, 0.550, 0.209, 0.725, 2.631
Poi, 822, 223, 3975, 24319, 0.171, 0.787, 0.281, 0.792, 3.811
SpringFramework, 772, 273, 4834, 23460, 0.138, 0.739, 0.232, 0.741, 2.866
Storm, 836, 209, 4429, 23865, 0.159, 0.800, 0.265, 0.776, 3.458
Tomcat, 762, 283, 3805, 24489, 0.167, 0.729, 0.272, 0.787, 3.684
Zookeeper, 767, 278, 3801, 24493, 0.168, 0.734, 0.273, 0.788, 3.714
