Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 258, 62, 679, 2324, 0.275, 0.806, 0.411, 0.650, 1.859
ArgoUML, 228, 92, 686, 2317, 0.249, 0.712, 0.370, 0.614, 1.590
Columba, 232, 88, 808, 2195, 0.223, 0.725, 0.341, 0.568, 1.317
EMF, 250, 70, 698, 2305, 0.264, 0.781, 0.394, 0.635, 1.738
Hibernate, 238, 82, 582, 2421, 0.290, 0.744, 0.418, 0.668, 2.014
JEdit, 268, 52, 897, 2106, 0.230, 0.837, 0.361, 0.581, 1.389
JFreeChart, 243, 77, 531, 2472, 0.314, 0.759, 0.444, 0.693, 2.260
JMeter, 220, 100, 518, 2485, 0.298, 0.687, 0.416, 0.677, 2.096
JRuby, 241, 79, 698, 2305, 0.257, 0.753, 0.383, 0.625, 1.665
SQuirrel, 264, 56, 809, 2194, 0.246, 0.825, 0.379, 0.609, 1.555
Dubbo, 217, 103, 762, 2241, 0.222, 0.678, 0.334, 0.566, 1.302
Gradle, 272, 48, 386, 2617, 0.413, 0.850, 0.556, 0.767, 3.293
Groovy, 232, 88, 569, 2434, 0.290, 0.725, 0.414, 0.668, 2.008
Hive, 234, 86, 555, 2448, 0.297, 0.731, 0.422, 0.675, 2.080
Maven, 140, 180, 557, 2446, 0.201, 0.437, 0.275, 0.521, 1.086
Poi, 235, 85, 697, 2306, 0.252, 0.734, 0.375, 0.618, 1.618
SpringFramework, 229, 91, 768, 2235, 0.230, 0.716, 0.348, 0.581, 1.385
Storm, 240, 80, 628, 2375, 0.276, 0.750, 0.404, 0.652, 1.871
Tomcat, 229, 91, 559, 2444, 0.291, 0.716, 0.413, 0.669, 2.018
Zookeeper, 231, 89, 629, 2374, 0.269, 0.722, 0.392, 0.641, 1.789
