Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 100, 27, 312, 3650, 0.243, 0.787, 0.371, 0.872, 6.815
ArgoUML, 107, 20, 390, 3572, 0.215, 0.843, 0.343, 0.856, 5.932
Columba, 122, 5, 303, 3659, 0.287, 0.961, 0.442, 0.892, 8.242
EMF, 103, 24, 608, 3354, 0.145, 0.811, 0.246, 0.786, 3.664
Hibernate, 104, 23, 175, 3787, 0.373, 0.819, 0.512, 0.917, 11.002
JEdit, 108, 19, 468, 3494, 0.187, 0.850, 0.307, 0.834, 5.037
JFreeChart, 98, 29, 241, 3721, 0.289, 0.772, 0.421, 0.893, 8.308
JMeter, 100, 27, 219, 3743, 0.313, 0.787, 0.448, 0.901, 9.093
JRuby, 110, 17, 340, 3622, 0.244, 0.866, 0.381, 0.873, 6.870
SQuirrel, 108, 19, 312, 3650, 0.257, 0.850, 0.395, 0.879, 7.279
Dubbo, 106, 21, 388, 3574, 0.215, 0.835, 0.341, 0.855, 5.909
Gradle, 90, 37, 176, 3786, 0.338, 0.709, 0.458, 0.908, 9.894
Groovy, 99, 28, 441, 3521, 0.183, 0.780, 0.297, 0.831, 4.903
Hive, 106, 21, 303, 3659, 0.259, 0.835, 0.396, 0.880, 7.344
Maven, 98, 29, 544, 3418, 0.153, 0.772, 0.255, 0.797, 3.915
Poi, 111, 16, 292, 3670, 0.275, 0.874, 0.419, 0.887, 7.868
SpringFramework, 101, 26, 383, 3579, 0.209, 0.795, 0.331, 0.851, 5.719
Storm, 110, 17, 250, 3712, 0.306, 0.866, 0.452, 0.898, 8.838
Tomcat, 106, 21, 248, 3714, 0.299, 0.835, 0.441, 0.896, 8.641
Zookeeper, 99, 28, 314, 3648, 0.240, 0.780, 0.367, 0.870, 6.718
