Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 68, 23, 538, 3009, 0.112, 0.747, 0.195, 0.777, 3.486
ArgoUML, 59, 32, 533, 3014, 0.100, 0.648, 0.173, 0.749, 2.984
Columba, 71, 20, 625, 2922, 0.102, 0.780, 0.180, 0.755, 3.078
EMF, 63, 28, 476, 3071, 0.117, 0.692, 0.200, 0.786, 3.673
Hibernate, 65, 26, 407, 3140, 0.138, 0.714, 0.231, 0.818, 4.505
JEdit, 76, 15, 711, 2836, 0.097, 0.835, 0.173, 0.741, 2.861
JFreeChart, 63, 28, 401, 3146, 0.136, 0.692, 0.227, 0.816, 4.428
JMeter, 58, 33, 365, 3182, 0.137, 0.637, 0.226, 0.818, 4.482
JRuby, 65, 26, 495, 3052, 0.116, 0.714, 0.200, 0.784, 3.640
SQuirrel, 72, 19, 575, 2972, 0.111, 0.791, 0.195, 0.775, 3.449
Dubbo, 64, 27, 632, 2915, 0.092, 0.703, 0.163, 0.728, 2.676
Gradle, 64, 27, 438, 3109, 0.127, 0.703, 0.216, 0.804, 4.097
Groovy, 59, 32, 457, 3090, 0.114, 0.648, 0.194, 0.781, 3.571
Hive, 64, 27, 321, 3226, 0.166, 0.703, 0.269, 0.850, 5.646
Maven, 51, 40, 514, 3033, 0.090, 0.560, 0.155, 0.723, 2.609
Poi, 59, 32, 459, 3088, 0.114, 0.648, 0.194, 0.780, 3.553
SpringFramework, 61, 30, 455, 3092, 0.118, 0.670, 0.201, 0.788, 3.726
Storm, 79, 12, 470, 3077, 0.144, 0.868, 0.247, 0.826, 4.753
Tomcat, 59, 32, 354, 3193, 0.143, 0.648, 0.234, 0.825, 4.711
Zookeeper, 66, 25, 420, 3127, 0.136, 0.725, 0.229, 0.816, 4.429
