Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 78, 19, 1275, 6339, 0.058, 0.804, 0.108, 0.782, 3.583
ArgoUML, 54, 43, 1359, 6255, 0.038, 0.557, 0.072, 0.671, 2.038
Columba, 82, 15, 1456, 6158, 0.053, 0.845, 0.100, 0.764, 3.238
EMF, 80, 17, 1391, 6223, 0.054, 0.825, 0.102, 0.769, 3.323
Hibernate, 72, 25, 611, 7003, 0.105, 0.742, 0.185, 0.881, 7.380
JEdit, 82, 15, 1458, 6156, 0.053, 0.845, 0.100, 0.764, 3.233
JFreeChart, 73, 24, 932, 6682, 0.073, 0.753, 0.132, 0.827, 4.774
JMeter, 59, 38, 705, 6909, 0.077, 0.608, 0.137, 0.837, 5.139
JRuby, 79, 18, 1046, 6568, 0.070, 0.814, 0.129, 0.821, 4.582
SQuirrel, 80, 17, 1438, 6176, 0.053, 0.825, 0.099, 0.761, 3.189
Dubbo, 68, 29, 1364, 6250, 0.047, 0.701, 0.089, 0.735, 2.775
Gradle, 67, 30, 798, 6816, 0.077, 0.691, 0.139, 0.838, 5.157
Groovy, 67, 30, 700, 6914, 0.087, 0.691, 0.155, 0.856, 5.944
Hive, 71, 26, 804, 6810, 0.081, 0.732, 0.146, 0.845, 5.450
Maven, 58, 39, 1530, 6084, 0.037, 0.598, 0.069, 0.656, 1.903
Poi, 84, 13, 1541, 6073, 0.052, 0.866, 0.098, 0.757, 3.109
SpringFramework, 86, 11, 924, 6690, 0.085, 0.887, 0.155, 0.852, 5.769
Storm, 78, 19, 1157, 6457, 0.063, 0.804, 0.117, 0.801, 4.021
Tomcat, 68, 29, 801, 6813, 0.078, 0.701, 0.141, 0.839, 5.221
Zookeeper, 75, 22, 1064, 6550, 0.066, 0.773, 0.121, 0.809, 4.235
