Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 41, 21, 388, 2240, 0.096, 0.661, 0.167, 0.759, 3.147
ArgoUML, 33, 29, 439, 2189, 0.070, 0.532, 0.124, 0.670, 2.033
Columba, 41, 21, 543, 2085, 0.070, 0.661, 0.127, 0.672, 2.046
EMF, 35, 27, 469, 2159, 0.069, 0.565, 0.124, 0.668, 2.013
Hibernate, 31, 31, 305, 2323, 0.092, 0.500, 0.156, 0.750, 3.003
JEdit, 45, 17, 555, 2073, 0.075, 0.726, 0.136, 0.693, 2.254
JFreeChart, 33, 29, 265, 2363, 0.111, 0.532, 0.183, 0.792, 3.805
JMeter, 36, 26, 294, 2334, 0.109, 0.581, 0.184, 0.789, 3.733
JRuby, 39, 23, 383, 2245, 0.092, 0.629, 0.161, 0.751, 3.010
SQuirrel, 37, 25, 416, 2212, 0.082, 0.597, 0.144, 0.718, 2.544
Dubbo, 35, 27, 541, 2087, 0.061, 0.565, 0.110, 0.621, 1.636
Gradle, 35, 27, 299, 2329, 0.105, 0.565, 0.177, 0.780, 3.547
Groovy, 38, 24, 351, 2277, 0.098, 0.613, 0.169, 0.764, 3.238
Hive, 39, 23, 307, 2321, 0.113, 0.629, 0.191, 0.796, 3.890
Maven, 30, 32, 346, 2282, 0.080, 0.484, 0.137, 0.711, 2.462
Poi, 37, 25, 356, 2272, 0.094, 0.597, 0.163, 0.755, 3.085
SpringFramework, 39, 23, 444, 2184, 0.081, 0.629, 0.143, 0.715, 2.503
Storm, 40, 22, 336, 2292, 0.106, 0.645, 0.183, 0.783, 3.616
Tomcat, 43, 19, 234, 2394, 0.155, 0.694, 0.254, 0.852, 5.735
Zookeeper, 55, 7, 249, 2379, 0.181, 0.887, 0.301, 0.873, 6.850
