Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 216, 32, 752, 3434, 0.223, 0.871, 0.355, 0.749, 2.990
ArgoUML, 179, 69, 718, 3468, 0.200, 0.722, 0.313, 0.720, 2.568
Columba, 199, 49, 1011, 3175, 0.164, 0.802, 0.273, 0.660, 1.940
EMF, 218, 30, 1051, 3135, 0.172, 0.879, 0.287, 0.674, 2.071
Hibernate, 203, 45, 403, 3783, 0.335, 0.819, 0.475, 0.833, 4.989
JEdit, 221, 27, 802, 3384, 0.216, 0.891, 0.348, 0.741, 2.862
JFreeChart, 196, 52, 504, 3682, 0.280, 0.790, 0.414, 0.800, 4.006
JMeter, 187, 61, 476, 3710, 0.282, 0.754, 0.411, 0.802, 4.043
JRuby, 214, 34, 651, 3535, 0.247, 0.863, 0.385, 0.774, 3.423
SQuirrel, 221, 27, 817, 3369, 0.213, 0.891, 0.344, 0.737, 2.807
Dubbo, 186, 62, 770, 3416, 0.195, 0.750, 0.309, 0.713, 2.479
Gradle, 174, 74, 432, 3754, 0.287, 0.702, 0.407, 0.805, 4.134
Groovy, 220, 28, 358, 3828, 0.381, 0.887, 0.533, 0.853, 5.805
Hive, 197, 51, 467, 3719, 0.297, 0.794, 0.432, 0.811, 4.304
Maven, 149, 99, 871, 3315, 0.146, 0.601, 0.235, 0.617, 1.612
Poi, 203, 45, 908, 3278, 0.183, 0.819, 0.299, 0.694, 2.267
SpringFramework, 195, 53, 652, 3534, 0.230, 0.786, 0.356, 0.757, 3.116
Storm, 213, 35, 726, 3460, 0.227, 0.859, 0.359, 0.753, 3.056
Tomcat, 182, 66, 523, 3663, 0.258, 0.734, 0.382, 0.783, 3.616
Zookeeper, 205, 43, 847, 3339, 0.195, 0.827, 0.315, 0.713, 2.484
