Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 93, 35, 458, 3504, 0.169, 0.727, 0.274, 0.815, 4.393
ArgoUML, 100, 28, 60, 3902, 0.625, 0.781, 0.694, 0.950, 18.971
EMF, 107, 21, 482, 3480, 0.182, 0.836, 0.298, 0.828, 4.805
Hibernate, 109, 19, 197, 3765, 0.356, 0.852, 0.502, 0.912, 10.382
JEdit, 87, 41, 560, 3402, 0.134, 0.680, 0.225, 0.767, 3.297
JFreeChart, 114, 14, 355, 3607, 0.243, 0.891, 0.382, 0.871, 6.767
JMeter, 108, 20, 127, 3835, 0.460, 0.844, 0.595, 0.932, 13.685
JRuby, 118, 10, 68, 3894, 0.634, 0.922, 0.752, 0.951, 19.271
SQuirrel, 113, 15, 218, 3744, 0.341, 0.883, 0.492, 0.908, 9.908
Dubbo, 113, 15, 143, 3819, 0.441, 0.883, 0.589, 0.929, 13.104
Gradle, 97, 31, 101, 3861, 0.490, 0.758, 0.595, 0.936, 14.654
Groovy, 111, 17, 116, 3846, 0.489, 0.867, 0.625, 0.936, 14.625
Hive, 113, 15, 98, 3864, 0.536, 0.883, 0.667, 0.942, 16.112
Maven, 110, 18, 212, 3750, 0.342, 0.859, 0.489, 0.908, 9.916
Poi, 116, 12, 95, 3867, 0.550, 0.906, 0.684, 0.943, 16.567
SpringFramework, 113, 15, 164, 3798, 0.408, 0.883, 0.558, 0.923, 12.035
Storm, 117, 11, 240, 3722, 0.328, 0.914, 0.482, 0.905, 9.472
Tomcat, 114, 14, 134, 3828, 0.460, 0.891, 0.606, 0.932, 13.688
Zookeeper, 99, 29, 208, 3754, 0.322, 0.773, 0.455, 0.903, 9.304
