Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 300, 83, 555, 2714, 0.351, 0.783, 0.485, 0.701, 2.346
ArgoUML, 235, 148, 110, 3159, 0.681, 0.614, 0.646, 0.846, 5.495
Columba, 340, 43, 254, 3015, 0.572, 0.888, 0.696, 0.817, 4.458
EMF, 280, 103, 502, 2767, 0.358, 0.731, 0.481, 0.707, 2.414
Hibernate, 312, 71, 271, 2998, 0.535, 0.815, 0.646, 0.804, 4.103
JEdit, 314, 69, 595, 2674, 0.345, 0.820, 0.486, 0.696, 2.294
JFreeChart, 355, 28, 488, 2781, 0.421, 0.927, 0.579, 0.751, 3.015
JMeter, 300, 83, 243, 3026, 0.552, 0.783, 0.648, 0.810, 4.268
SQuirrel, 267, 116, 286, 2983, 0.483, 0.697, 0.571, 0.783, 3.604
Dubbo, 339, 44, 254, 3015, 0.572, 0.885, 0.695, 0.817, 4.451
Gradle, 226, 157, 129, 3140, 0.637, 0.590, 0.612, 0.835, 5.070
Groovy, 303, 80, 161, 3108, 0.653, 0.791, 0.715, 0.839, 5.227
Hive, 343, 40, 187, 3082, 0.647, 0.896, 0.751, 0.838, 5.171
Maven, 286, 97, 332, 2937, 0.463, 0.747, 0.571, 0.773, 3.413
Poi, 347, 36, 162, 3107, 0.682, 0.906, 0.778, 0.846, 5.500
SpringFramework, 316, 67, 295, 2974, 0.517, 0.825, 0.636, 0.797, 3.931
Storm, 325, 58, 389, 2880, 0.455, 0.849, 0.593, 0.770, 3.340
Tomcat, 351, 32, 284, 2985, 0.553, 0.916, 0.690, 0.810, 4.271
Zookeeper, 326, 57, 422, 2847, 0.436, 0.851, 0.576, 0.759, 3.156
