Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 214, 68, 818, 3048, 0.207, 0.759, 0.326, 0.672, 2.050
ArgoUML, 207, 75, 163, 3703, 0.559, 0.734, 0.635, 0.878, 7.229
Columba, 217, 65, 274, 3592, 0.442, 0.770, 0.561, 0.846, 5.501
EMF, 231, 51, 632, 3234, 0.268, 0.819, 0.403, 0.746, 2.937
Hibernate, 214, 68, 279, 3587, 0.434, 0.759, 0.552, 0.843, 5.385
JEdit, 214, 68, 810, 3056, 0.209, 0.759, 0.328, 0.675, 2.074
JFreeChart, 234, 48, 609, 3257, 0.278, 0.830, 0.416, 0.755, 3.083
JRuby, 219, 63, 102, 3764, 0.682, 0.777, 0.726, 0.900, 9.035
SQuirrel, 224, 58, 331, 3535, 0.404, 0.794, 0.535, 0.832, 4.937
Dubbo, 215, 67, 267, 3599, 0.446, 0.762, 0.563, 0.848, 5.561
Gradle, 207, 75, 147, 3719, 0.585, 0.734, 0.651, 0.884, 7.601
Groovy, 221, 61, 231, 3635, 0.489, 0.784, 0.602, 0.861, 6.192
Hive, 226, 56, 185, 3681, 0.550, 0.801, 0.652, 0.876, 7.088
Maven, 216, 66, 416, 3450, 0.342, 0.766, 0.473, 0.801, 4.027
Poi, 225, 57, 158, 3708, 0.587, 0.798, 0.677, 0.884, 7.641
SpringFramework, 218, 64, 357, 3509, 0.379, 0.773, 0.509, 0.821, 4.577
Storm, 228, 54, 556, 3310, 0.291, 0.809, 0.428, 0.766, 3.278
Tomcat, 227, 55, 341, 3525, 0.400, 0.805, 0.534, 0.830, 4.879
Zookeeper, 213, 69, 390, 3476, 0.353, 0.755, 0.481, 0.808, 4.196
