Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 138, 57, 488, 3961, 0.220, 0.708, 0.336, 0.810, 4.250
ArgoUML, 66, 129, 90, 4359, 0.423, 0.338, 0.376, 0.901, 9.076
Columba, 118, 77, 236, 4213, 0.333, 0.605, 0.430, 0.874, 6.938
EMF, 147, 48, 1466, 2983, 0.091, 0.754, 0.163, 0.539, 1.170
Hibernate, 114, 81, 231, 4218, 0.330, 0.585, 0.422, 0.873, 6.869
JFreeChart, 144, 51, 614, 3835, 0.190, 0.738, 0.302, 0.779, 3.524
JMeter, 80, 115, 240, 4209, 0.250, 0.410, 0.311, 0.832, 4.954
JRuby, 90, 105, 94, 4355, 0.489, 0.462, 0.475, 0.914, 10.649
SQuirrel, 114, 81, 347, 4102, 0.247, 0.585, 0.348, 0.830, 4.889
Dubbo, 71, 124, 233, 4216, 0.234, 0.364, 0.285, 0.820, 4.562
Gradle, 80, 115, 142, 4307, 0.360, 0.410, 0.384, 0.883, 7.582
Groovy, 91, 104, 151, 4298, 0.376, 0.467, 0.416, 0.888, 7.955
Hive, 94, 101, 120, 4329, 0.439, 0.482, 0.460, 0.904, 9.461
Maven, 111, 84, 301, 4148, 0.269, 0.569, 0.366, 0.844, 5.416
Poi, 90, 105, 119, 4330, 0.431, 0.462, 0.446, 0.902, 9.255
SpringFramework, 93, 102, 195, 4254, 0.323, 0.477, 0.385, 0.870, 6.690
Storm, 130, 65, 346, 4103, 0.273, 0.667, 0.387, 0.846, 5.504
Tomcat, 103, 92, 225, 4224, 0.314, 0.528, 0.394, 0.866, 6.479
Zookeeper, 104, 91, 323, 4126, 0.244, 0.533, 0.334, 0.828, 4.800
