Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 282, 39, 963, 2040, 0.227, 0.879, 0.360, 0.574, 1.346
ArgoUML, 269, 52, 340, 2663, 0.442, 0.838, 0.578, 0.781, 3.574
Columba, 296, 25, 633, 2370, 0.319, 0.922, 0.474, 0.697, 2.299
EMF, 292, 29, 786, 2217, 0.271, 0.910, 0.417, 0.643, 1.805
Hibernate, 282, 39, 543, 2460, 0.342, 0.879, 0.492, 0.717, 2.540
JEdit, 288, 33, 1079, 1924, 0.211, 0.897, 0.341, 0.542, 1.182
JFreeChart, 293, 28, 804, 2199, 0.267, 0.913, 0.413, 0.638, 1.766
JMeter, 270, 51, 442, 2561, 0.379, 0.841, 0.523, 0.745, 2.927
JRuby, 271, 50, 301, 2702, 0.474, 0.844, 0.607, 0.796, 3.906
SQuirrel, 298, 23, 628, 2375, 0.322, 0.928, 0.478, 0.700, 2.332
Dubbo, 275, 46, 528, 2475, 0.342, 0.857, 0.489, 0.718, 2.546
Groovy, 281, 40, 368, 2635, 0.433, 0.875, 0.579, 0.777, 3.484
Hive, 280, 41, 379, 2624, 0.425, 0.872, 0.571, 0.773, 3.400
Maven, 291, 30, 719, 2284, 0.288, 0.907, 0.437, 0.665, 1.984
Poi, 288, 33, 396, 2607, 0.421, 0.897, 0.573, 0.771, 3.360
SpringFramework, 290, 31, 648, 2355, 0.309, 0.903, 0.461, 0.688, 2.201
Storm, 300, 21, 785, 2218, 0.276, 0.935, 0.427, 0.651, 1.863
Tomcat, 294, 27, 567, 2436, 0.341, 0.916, 0.497, 0.717, 2.536
Zookeeper, 277, 44, 669, 2334, 0.293, 0.863, 0.437, 0.670, 2.032
