Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 121, 15, 260, 823, 0.318, 0.890, 0.468, 0.649, 1.847
ArgoUML, 106, 30, 96, 987, 0.525, 0.779, 0.627, 0.787, 3.703
Columba, 118, 18, 156, 927, 0.431, 0.868, 0.576, 0.741, 2.860
EMF, 116, 20, 191, 892, 0.378, 0.853, 0.524, 0.705, 2.387
Hibernate, 113, 23, 146, 937, 0.436, 0.831, 0.572, 0.744, 2.911
JEdit, 108, 28, 339, 744, 0.242, 0.794, 0.370, 0.538, 1.166
JFreeChart, 122, 14, 189, 894, 0.392, 0.897, 0.546, 0.716, 2.516
JMeter, 107, 29, 109, 974, 0.495, 0.787, 0.608, 0.775, 3.440
JRuby, 106, 30, 91, 992, 0.538, 0.779, 0.637, 0.793, 3.823
SQuirrel, 118, 18, 157, 926, 0.429, 0.868, 0.574, 0.740, 2.846
Dubbo, 112, 24, 130, 953, 0.463, 0.824, 0.593, 0.759, 3.148
Gradle, 105, 31, 97, 986, 0.520, 0.772, 0.621, 0.785, 3.659
Groovy, 107, 29, 96, 987, 0.527, 0.787, 0.631, 0.788, 3.724
Hive, 114, 22, 105, 978, 0.521, 0.838, 0.642, 0.786, 3.666
Poi, 110, 26, 103, 980, 0.516, 0.809, 0.630, 0.784, 3.629
SpringFramework, 116, 20, 155, 928, 0.428, 0.853, 0.570, 0.739, 2.837
Storm, 121, 15, 186, 897, 0.394, 0.890, 0.546, 0.717, 2.533
Tomcat, 117, 19, 126, 957, 0.481, 0.860, 0.617, 0.768, 3.316
Zookeeper, 112, 24, 189, 894, 0.372, 0.824, 0.513, 0.700, 2.335
