Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 40, 62, 133, 2817, 0.231, 0.392, 0.291, 0.855, 5.918
Columba, 55, 47, 258, 2692, 0.176, 0.539, 0.265, 0.810, 4.258
EMF, 57, 45, 416, 2534, 0.121, 0.559, 0.198, 0.723, 2.606
Hibernate, 57, 45, 260, 2690, 0.180, 0.559, 0.272, 0.814, 4.380
JEdit, 75, 27, 699, 2251, 0.097, 0.735, 0.171, 0.655, 1.899
JFreeChart, 59, 43, 447, 2503, 0.117, 0.578, 0.194, 0.713, 2.489
JMeter, 46, 56, 216, 2734, 0.176, 0.451, 0.253, 0.810, 4.253
JRuby, 48, 54, 102, 2848, 0.320, 0.471, 0.381, 0.896, 8.575
SQuirrel, 56, 46, 300, 2650, 0.157, 0.549, 0.245, 0.788, 3.707
Dubbo, 44, 58, 249, 2701, 0.150, 0.431, 0.223, 0.777, 3.493
Gradle, 35, 67, 113, 2837, 0.236, 0.343, 0.280, 0.859, 6.076
Groovy, 46, 56, 191, 2759, 0.194, 0.451, 0.271, 0.828, 4.808
Hive, 55, 47, 180, 2770, 0.234, 0.539, 0.326, 0.857, 6.003
Maven, 56, 46, 485, 2465, 0.104, 0.549, 0.174, 0.677, 2.097
Poi, 44, 58, 161, 2789, 0.215, 0.431, 0.287, 0.844, 5.422
SpringFramework, 46, 56, 321, 2629, 0.125, 0.451, 0.196, 0.733, 2.750
Storm, 62, 40, 491, 2459, 0.112, 0.608, 0.189, 0.702, 2.355
Tomcat, 68, 34, 278, 2672, 0.197, 0.667, 0.304, 0.830, 4.881
Zookeeper, 64, 38, 397, 2553, 0.139, 0.627, 0.227, 0.759, 3.154
