Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 884, 162, 7050, 21244, 0.111, 0.845, 0.197, 0.680, 2.125
ArgoUML, 791, 255, 1403, 26891, 0.361, 0.756, 0.488, 0.901, 9.113
Columba, 892, 154, 3482, 24812, 0.204, 0.853, 0.329, 0.825, 4.720
EMF, 903, 143, 5224, 23070, 0.147, 0.863, 0.252, 0.758, 3.134
Hibernate, 867, 179, 3219, 25075, 0.212, 0.829, 0.338, 0.832, 4.952
JEdit, 892, 154, 8168, 20126, 0.098, 0.853, 0.177, 0.638, 1.762
JFreeChart, 928, 118, 4624, 23670, 0.167, 0.887, 0.281, 0.787, 3.688
JMeter, 839, 207, 2547, 25747, 0.248, 0.802, 0.379, 0.856, 5.950
JRuby, 872, 174, 1529, 26765, 0.363, 0.834, 0.506, 0.902, 9.187
SQuirrel, 871, 175, 3156, 25138, 0.216, 0.833, 0.343, 0.835, 5.067
Dubbo, 861, 185, 3453, 24841, 0.200, 0.823, 0.321, 0.821, 4.598
Gradle, 827, 219, 1927, 26367, 0.300, 0.791, 0.435, 0.881, 7.423
Groovy, 865, 181, 2213, 26081, 0.281, 0.827, 0.419, 0.873, 6.883
Maven, 873, 173, 4596, 23698, 0.160, 0.835, 0.268, 0.777, 3.477
Poi, 893, 153, 1860, 26434, 0.324, 0.854, 0.470, 0.890, 8.099
SpringFramework, 908, 138, 4011, 24283, 0.185, 0.868, 0.304, 0.807, 4.178
Storm, 926, 120, 4923, 23371, 0.158, 0.885, 0.269, 0.775, 3.441
Tomcat, 913, 133, 2858, 25436, 0.242, 0.873, 0.379, 0.853, 5.791
Zookeeper, 868, 178, 4233, 24061, 0.170, 0.830, 0.282, 0.790, 3.773
