Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 56, 29, 249, 1315, 0.184, 0.659, 0.287, 0.719, 2.562
ArgoUML, 45, 40, 48, 1516, 0.484, 0.529, 0.506, 0.893, 8.387
Columba, 64, 21, 89, 1475, 0.418, 0.753, 0.538, 0.877, 7.115
EMF, 55, 30, 201, 1363, 0.215, 0.647, 0.323, 0.760, 3.168
Hibernate, 56, 29, 98, 1466, 0.364, 0.659, 0.469, 0.858, 6.055
JEdit, 49, 36, 228, 1336, 0.177, 0.576, 0.271, 0.709, 2.432
JFreeChart, 69, 16, 201, 1363, 0.256, 0.812, 0.389, 0.798, 3.958
JMeter, 53, 32, 103, 1461, 0.340, 0.624, 0.440, 0.848, 5.591
JRuby, 65, 20, 59, 1505, 0.524, 0.765, 0.622, 0.902, 9.169
SQuirrel, 48, 37, 106, 1458, 0.312, 0.565, 0.402, 0.835, 5.047
Gradle, 44, 41, 69, 1495, 0.389, 0.518, 0.444, 0.868, 6.554
Groovy, 61, 24, 80, 1484, 0.433, 0.718, 0.540, 0.881, 7.393
Hive, 64, 21, 76, 1488, 0.457, 0.753, 0.569, 0.887, 7.869
Maven, 56, 29, 108, 1456, 0.341, 0.659, 0.450, 0.849, 5.624
Poi, 67, 18, 66, 1498, 0.504, 0.788, 0.615, 0.898, 8.773
SpringFramework, 66, 19, 131, 1433, 0.335, 0.776, 0.468, 0.846, 5.499
Storm, 65, 20, 175, 1389, 0.271, 0.765, 0.400, 0.810, 4.254
Tomcat, 70, 15, 95, 1469, 0.424, 0.824, 0.560, 0.878, 7.230
Zookeeper, 65, 20, 155, 1409, 0.295, 0.765, 0.426, 0.826, 4.732
