Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 853, 116, 910, 3547, 0.484, 0.880, 0.624, 0.631, 1.709
Columba, 922, 47, 560, 3897, 0.622, 0.951, 0.752, 0.713, 2.484
EMF, 922, 47, 772, 3685, 0.544, 0.951, 0.692, 0.672, 2.048
Hibernate, 911, 58, 527, 3930, 0.634, 0.940, 0.757, 0.718, 2.547
JEdit, 824, 145, 998, 3459, 0.452, 0.850, 0.590, 0.605, 1.532
JFreeChart, 940, 29, 785, 3672, 0.545, 0.970, 0.698, 0.672, 2.051
JMeter, 910, 59, 389, 4068, 0.701, 0.939, 0.802, 0.745, 2.923
JRuby, 916, 53, 330, 4127, 0.735, 0.945, 0.827, 0.757, 3.117
SQuirrel, 937, 32, 689, 3768, 0.576, 0.967, 0.722, 0.690, 2.227
Dubbo, 905, 64, 581, 3876, 0.609, 0.934, 0.737, 0.707, 2.410
Gradle, 907, 62, 378, 4079, 0.706, 0.936, 0.805, 0.747, 2.952
Groovy, 907, 62, 385, 4072, 0.702, 0.936, 0.802, 0.746, 2.931
Hive, 914, 55, 422, 4035, 0.684, 0.943, 0.793, 0.739, 2.831
Maven, 923, 46, 673, 3784, 0.578, 0.953, 0.720, 0.691, 2.238
Poi, 921, 48, 387, 4070, 0.704, 0.950, 0.809, 0.746, 2.943
SpringFramework, 927, 42, 606, 3851, 0.605, 0.957, 0.741, 0.705, 2.386
Storm, 940, 29, 839, 3618, 0.528, 0.970, 0.684, 0.662, 1.959
Tomcat, 937, 32, 560, 3897, 0.626, 0.967, 0.760, 0.715, 2.505
Zookeeper, 899, 70, 630, 3827, 0.588, 0.928, 0.720, 0.696, 2.292
