Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 220, 67, 2498, 9433, 0.081, 0.767, 0.146, 0.710, 2.446
ArgoUML, 166, 121, 538, 11393, 0.236, 0.578, 0.335, 0.900, 9.038
Columba, 232, 55, 1152, 10779, 0.168, 0.808, 0.278, 0.860, 6.136
EMF, 206, 81, 1908, 10023, 0.097, 0.718, 0.172, 0.759, 3.148
Hibernate, 194, 93, 1040, 10891, 0.157, 0.676, 0.255, 0.851, 5.693
JEdit, 216, 71, 2783, 9148, 0.072, 0.753, 0.131, 0.674, 2.066
JFreeChart, 241, 46, 1916, 10015, 0.112, 0.840, 0.197, 0.790, 3.756
JMeter, 189, 98, 960, 10971, 0.164, 0.659, 0.263, 0.857, 6.003
JRuby, 220, 67, 507, 11424, 0.303, 0.767, 0.434, 0.922, 11.883
SQuirrel, 202, 85, 1212, 10719, 0.143, 0.704, 0.238, 0.836, 5.082
Dubbo, 216, 71, 1226, 10705, 0.150, 0.753, 0.250, 0.843, 5.377
Gradle, 171, 116, 554, 11377, 0.236, 0.596, 0.338, 0.900, 9.041
Groovy, 198, 89, 760, 11171, 0.207, 0.690, 0.318, 0.886, 7.799
Hive, 240, 47, 695, 11236, 0.257, 0.836, 0.393, 0.908, 9.927
Maven, 214, 73, 1656, 10275, 0.114, 0.746, 0.198, 0.795, 3.872
Poi, 226, 61, 645, 11286, 0.259, 0.787, 0.390, 0.909, 10.046
SpringFramework, 219, 68, 1179, 10752, 0.157, 0.763, 0.260, 0.850, 5.669
Storm, 224, 63, 1846, 10085, 0.108, 0.780, 0.190, 0.783, 3.607
Zookeeper, 241, 46, 1772, 10159, 0.120, 0.840, 0.210, 0.804, 4.097
