Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 310, 67, 519, 1596, 0.374, 0.822, 0.514, 0.595, 1.472
ArgoUML, 285, 92, 126, 1989, 0.693, 0.756, 0.723, 0.782, 3.584
Columba, 317, 60, 242, 1873, 0.567, 0.841, 0.677, 0.733, 2.748
EMF, 325, 52, 360, 1755, 0.474, 0.862, 0.612, 0.681, 2.136
JEdit, 312, 65, 569, 1546, 0.354, 0.828, 0.496, 0.573, 1.341
JFreeChart, 328, 49, 386, 1729, 0.459, 0.870, 0.601, 0.671, 2.037
JMeter, 294, 83, 150, 1965, 0.662, 0.780, 0.716, 0.772, 3.377
JRuby, 296, 81, 115, 2000, 0.720, 0.785, 0.751, 0.790, 3.761
SQuirrel, 311, 66, 232, 1883, 0.573, 0.825, 0.676, 0.736, 2.786
Dubbo, 301, 76, 248, 1867, 0.548, 0.798, 0.650, 0.724, 2.624
Gradle, 287, 90, 143, 1972, 0.667, 0.761, 0.711, 0.773, 3.412
Groovy, 309, 68, 121, 1994, 0.719, 0.820, 0.766, 0.789, 3.750
Hive, 307, 70, 133, 1982, 0.698, 0.814, 0.752, 0.783, 3.612
Maven, 307, 70, 345, 1770, 0.471, 0.814, 0.597, 0.679, 2.112
Poi, 304, 73, 169, 1946, 0.643, 0.806, 0.715, 0.765, 3.248
SpringFramework, 308, 69, 284, 1831, 0.520, 0.817, 0.636, 0.709, 2.439
Storm, 325, 52, 416, 1699, 0.439, 0.862, 0.581, 0.655, 1.899
Tomcat, 306, 71, 239, 1876, 0.561, 0.812, 0.664, 0.731, 2.711
Zookeeper, 307, 70, 306, 1809, 0.501, 0.814, 0.620, 0.698, 2.310
