Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 56, 45, 280, 2113, 0.167, 0.554, 0.256, 0.757, 3.116
ArgoUML, 53, 48, 41, 2352, 0.564, 0.525, 0.544, 0.928, 12.923
Columba, 78, 23, 105, 2288, 0.426, 0.772, 0.549, 0.905, 9.525
EMF, 67, 34, 266, 2127, 0.201, 0.663, 0.309, 0.799, 3.968
Hibernate, 67, 34, 158, 2235, 0.298, 0.663, 0.411, 0.864, 6.353
JEdit, 70, 31, 373, 2020, 0.158, 0.693, 0.257, 0.744, 2.902
JMeter, 65, 36, 112, 2281, 0.367, 0.644, 0.468, 0.890, 8.068
JRuby, 78, 23, 66, 2327, 0.542, 0.772, 0.637, 0.925, 12.375
SQuirrel, 63, 38, 130, 2263, 0.326, 0.624, 0.429, 0.876, 7.060
Dubbo, 78, 23, 166, 2227, 0.320, 0.772, 0.452, 0.873, 6.894
Gradle, 52, 49, 57, 2336, 0.477, 0.515, 0.495, 0.915, 10.780
Groovy, 70, 31, 68, 2325, 0.507, 0.693, 0.586, 0.920, 11.525
Hive, 79, 22, 94, 2299, 0.457, 0.782, 0.577, 0.911, 10.276
Maven, 68, 33, 175, 2218, 0.280, 0.673, 0.395, 0.855, 5.910
Poi, 76, 25, 83, 2310, 0.478, 0.752, 0.585, 0.915, 10.803
SpringFramework, 71, 30, 134, 2259, 0.346, 0.703, 0.464, 0.883, 7.552
Storm, 75, 26, 191, 2202, 0.282, 0.743, 0.409, 0.856, 5.962
Tomcat, 84, 17, 143, 2250, 0.370, 0.832, 0.512, 0.891, 8.138
Zookeeper, 75, 26, 199, 2194, 0.274, 0.743, 0.400, 0.852, 5.759
