Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 134, 152, 852, 11079, 0.136, 0.469, 0.211, 0.828, 4.805
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 217, 69, 1074, 10857, 0.168, 0.759, 0.275, 0.861, 6.180
EMF, 169, 117, 1196, 10735, 0.124, 0.591, 0.205, 0.811, 4.289
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 202, 84, 1074, 10857, 0.158, 0.706, 0.259, 0.852, 5.762
JFreeChart, 163, 123, 1677, 10254, 0.089, 0.570, 0.153, 0.736, 2.784
JMeter, 161, 125, 522, 11409, 0.236, 0.563, 0.332, 0.901, 9.069
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 147, 139, 770, 11161, 0.160, 0.514, 0.244, 0.854, 5.848
Dubbo, 92, 194, 809, 11122, 0.102, 0.322, 0.155, 0.771, 3.362
Gradle, 71, 215, 333, 11598, 0.176, 0.248, 0.206, 0.867, 6.507
Groovy, 134, 152, 689, 11242, 0.163, 0.469, 0.242, 0.856, 5.955
Hive, 211, 75, 682, 11249, 0.236, 0.738, 0.358, 0.901, 9.093
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 199, 87, 941, 10990, 0.175, 0.696, 0.279, 0.866, 6.457
SpringFramework, 137, 149, 890, 11041, 0.133, 0.479, 0.209, 0.825, 4.698
Storm, 184, 102, 1042, 10889, 0.150, 0.643, 0.243, 0.844, 5.411
Tomcat, 244, 42, 657, 11274, 0.271, 0.853, 0.411, 0.914, 10.568
Zookeeper, 185, 101, 721, 11210, 0.204, 0.647, 0.310, 0.885, 7.723
