Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 120, 161, 166, 3700, 0.420, 0.427, 0.423, 0.839, 5.192
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 219, 62, 332, 3534, 0.397, 0.779, 0.526, 0.830, 4.866
EMF, 224, 57, 318, 3548, 0.413, 0.797, 0.544, 0.836, 5.099
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 237, 44, 261, 3605, 0.476, 0.843, 0.608, 0.858, 6.023
JFreeChart, 206, 75, 414, 3452, 0.332, 0.733, 0.457, 0.796, 3.903
JMeter, 232, 49, 63, 3803, 0.786, 0.826, 0.806, 0.914, 10.606
JRuby, 197, 84, 217, 3649, 0.476, 0.701, 0.567, 0.858, 6.023
SQuirrel, 212, 69, 203, 3663, 0.511, 0.754, 0.609, 0.867, 6.539
Dubbo, 46, 235, 170, 3696, 0.213, 0.164, 0.185, 0.682, 2.143
Gradle, 86, 195, 103, 3763, 0.455, 0.306, 0.366, 0.851, 5.715
Groovy, 115, 166, 195, 3671, 0.371, 0.409, 0.389, 0.817, 4.475
Hive, 201, 80, 207, 3659, 0.493, 0.715, 0.583, 0.862, 6.270
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 202, 79, 266, 3600, 0.432, 0.719, 0.539, 0.843, 5.370
SpringFramework, 120, 161, 198, 3668, 0.377, 0.427, 0.401, 0.820, 4.569
Storm, 185, 96, 355, 3511, 0.343, 0.658, 0.451, 0.802, 4.056
Tomcat, 219, 62, 185, 3681, 0.542, 0.779, 0.639, 0.875, 7.000
Zookeeper, 128, 153, 219, 3647, 0.369, 0.456, 0.408, 0.816, 4.444
