Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 136, 246, 167, 3102, 0.449, 0.356, 0.397, 0.767, 3.290
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 337, 45, 266, 3003, 0.559, 0.882, 0.684, 0.813, 4.341
EMF, 216, 166, 299, 2970, 0.419, 0.565, 0.482, 0.751, 3.009
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 236, 146, 286, 2983, 0.452, 0.618, 0.522, 0.769, 3.321
JFreeChart, 211, 171, 286, 2983, 0.425, 0.552, 0.480, 0.754, 3.058
JMeter, 298, 84, 152, 3117, 0.662, 0.780, 0.716, 0.842, 5.329
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 213, 169, 212, 3057, 0.501, 0.558, 0.528, 0.791, 3.790
Dubbo, 146, 236, 190, 3079, 0.435, 0.382, 0.407, 0.759, 3.153
Gradle, 99, 283, 100, 3169, 0.497, 0.259, 0.341, 0.790, 3.755
Groovy, 249, 133, 150, 3119, 0.624, 0.652, 0.638, 0.832, 4.965
Hive, 328, 54, 183, 3086, 0.642, 0.859, 0.735, 0.837, 5.135
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 311, 71, 174, 3095, 0.641, 0.814, 0.717, 0.837, 5.129
SpringFramework, 225, 157, 190, 3079, 0.542, 0.589, 0.565, 0.807, 4.182
Storm, 301, 81, 245, 3024, 0.551, 0.788, 0.649, 0.810, 4.269
Tomcat, 330, 52, 173, 3096, 0.656, 0.864, 0.746, 0.841, 5.270
Zookeeper, 280, 102, 278, 2991, 0.502, 0.733, 0.596, 0.791, 3.796
