Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 151, 225, 106, 2009, 0.588, 0.402, 0.477, 0.743, 2.893
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 281, 95, 299, 1816, 0.484, 0.747, 0.588, 0.688, 2.210
EMF, 280, 96, 123, 1992, 0.695, 0.745, 0.719, 0.783, 3.603
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 294, 82, 232, 1883, 0.559, 0.782, 0.652, 0.730, 2.703
JFreeChart, 264, 112, 263, 1852, 0.501, 0.702, 0.585, 0.699, 2.319
JMeter, 245, 131, 110, 2005, 0.690, 0.652, 0.670, 0.781, 3.572
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 270, 106, 182, 1933, 0.597, 0.718, 0.652, 0.747, 2.957
Dubbo, 64, 312, 134, 1981, 0.323, 0.170, 0.223, 0.533, 1.141
Gradle, 138, 238, 59, 2056, 0.701, 0.367, 0.482, 0.785, 3.641
Groovy, 142, 234, 104, 2011, 0.577, 0.378, 0.457, 0.739, 2.824
Hive, 269, 107, 209, 1906, 0.563, 0.715, 0.630, 0.732, 2.728
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 236, 140, 180, 1935, 0.567, 0.628, 0.596, 0.734, 2.758
SpringFramework, 172, 204, 165, 1950, 0.510, 0.457, 0.482, 0.704, 2.381
Storm, 242, 134, 241, 1874, 0.501, 0.644, 0.563, 0.699, 2.319
Tomcat, 284, 92, 179, 1936, 0.613, 0.755, 0.677, 0.754, 3.064
Zookeeper, 194, 182, 177, 1938, 0.523, 0.516, 0.519, 0.711, 2.464
