Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 95, 225, 270, 2733, 0.260, 0.297, 0.277, 0.630, 1.703
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 217, 103, 474, 2529, 0.314, 0.678, 0.429, 0.693, 2.261
EMF, 224, 96, 401, 2602, 0.358, 0.700, 0.474, 0.731, 2.722
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 245, 75, 460, 2543, 0.348, 0.766, 0.478, 0.723, 2.609
JFreeChart, 213, 107, 613, 2390, 0.258, 0.666, 0.372, 0.627, 1.678
JMeter, 184, 136, 312, 2691, 0.371, 0.575, 0.451, 0.740, 2.852
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 225, 95, 387, 2616, 0.368, 0.703, 0.483, 0.738, 2.818
Dubbo, 65, 255, 229, 2774, 0.221, 0.203, 0.212, 0.564, 1.296
Gradle, 199, 121, 59, 2944, 0.771, 0.622, 0.689, 0.875, 7.010
Groovy, 124, 196, 284, 2719, 0.304, 0.387, 0.341, 0.683, 2.156
Hive, 219, 101, 312, 2691, 0.412, 0.684, 0.515, 0.767, 3.283
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 184, 136, 354, 2649, 0.342, 0.575, 0.429, 0.718, 2.552
SpringFramework, 123, 197, 272, 2731, 0.311, 0.384, 0.344, 0.691, 2.234
Storm, 201, 119, 518, 2485, 0.280, 0.628, 0.387, 0.656, 1.903
Tomcat, 228, 92, 389, 2614, 0.370, 0.712, 0.487, 0.739, 2.837
Zookeeper, 130, 190, 329, 2674, 0.283, 0.406, 0.334, 0.660, 1.941
