Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 316, 301, 1017, 13398, 0.237, 0.512, 0.324, 0.827, 4.775
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 525, 92, 1428, 12987, 0.269, 0.851, 0.409, 0.847, 5.549
EMF, 469, 148, 1035, 13380, 0.312, 0.760, 0.442, 0.868, 6.597
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 482, 135, 1570, 12845, 0.235, 0.781, 0.361, 0.825, 4.723
JFreeChart, 445, 172, 1610, 12805, 0.217, 0.721, 0.333, 0.810, 4.276
JMeter, 453, 164, 1137, 13278, 0.285, 0.734, 0.411, 0.856, 5.941
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 455, 162, 1449, 12966, 0.239, 0.737, 0.361, 0.828, 4.822
Dubbo, 193, 424, 844, 13571, 0.186, 0.313, 0.233, 0.779, 3.534
Gradle, 184, 433, 419, 13996, 0.305, 0.298, 0.302, 0.865, 6.434
Groovy, 326, 291, 667, 13748, 0.328, 0.528, 0.405, 0.875, 6.998
Hive, 477, 140, 884, 13531, 0.350, 0.773, 0.482, 0.883, 7.539
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 539, 78, 560, 13855, 0.490, 0.874, 0.628, 0.916, 10.949
SpringFramework, 386, 231, 783, 13632, 0.330, 0.626, 0.432, 0.876, 7.045
Storm, 410, 207, 1665, 12750, 0.198, 0.665, 0.305, 0.792, 3.814
Tomcat, 520, 97, 1141, 13274, 0.313, 0.843, 0.457, 0.869, 6.627
Zookeeper, 420, 197, 1182, 13233, 0.262, 0.681, 0.379, 0.843, 5.387
