Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 460, 157, 909, 13506, 0.336, 0.746, 0.463, 0.878, 7.186
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 515, 102, 1347, 13068, 0.277, 0.835, 0.415, 0.852, 5.738
EMF, 458, 159, 1030, 13385, 0.308, 0.742, 0.435, 0.867, 6.499
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 481, 136, 1548, 12867, 0.237, 0.780, 0.364, 0.827, 4.776
JFreeChart, 425, 192, 1167, 13248, 0.267, 0.689, 0.385, 0.846, 5.504
JMeter, 506, 111, 1265, 13150, 0.286, 0.820, 0.424, 0.856, 5.961
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 476, 141, 1631, 12784, 0.226, 0.771, 0.349, 0.818, 4.504
Dubbo, 340, 277, 871, 13544, 0.281, 0.551, 0.372, 0.854, 5.840
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 371, 246, 746, 13669, 0.332, 0.601, 0.428, 0.876, 7.092
Hive, 484, 133, 916, 13499, 0.346, 0.784, 0.480, 0.881, 7.423
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 546, 71, 494, 13921, 0.525, 0.885, 0.659, 0.922, 11.791
SpringFramework, 395, 222, 1119, 13296, 0.261, 0.640, 0.371, 0.843, 5.356
Storm, 513, 104, 1695, 12720, 0.232, 0.831, 0.363, 0.823, 4.660
Tomcat, 478, 139, 1039, 13376, 0.315, 0.775, 0.448, 0.870, 6.677
Zookeeper, 442, 175, 1361, 13054, 0.245, 0.716, 0.365, 0.833, 4.973
