Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 165, 121, 838, 11093, 0.165, 0.577, 0.256, 0.858, 6.027
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 208, 78, 1185, 10746, 0.149, 0.727, 0.248, 0.843, 5.378
EMF, 165, 121, 886, 11045, 0.157, 0.577, 0.247, 0.851, 5.706
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 193, 93, 1199, 10732, 0.139, 0.675, 0.230, 0.831, 4.923
JFreeChart, 159, 127, 1144, 10787, 0.122, 0.556, 0.200, 0.808, 4.213
JMeter, 186, 100, 580, 11351, 0.243, 0.650, 0.354, 0.904, 9.372
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 157, 129, 738, 11193, 0.175, 0.549, 0.266, 0.867, 6.493
Dubbo, 120, 166, 697, 11234, 0.147, 0.420, 0.218, 0.841, 5.274
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 139, 147, 742, 11189, 0.158, 0.486, 0.238, 0.852, 5.740
Hive, 212, 74, 640, 11291, 0.249, 0.741, 0.373, 0.906, 9.629
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 204, 82, 960, 10971, 0.175, 0.713, 0.281, 0.866, 6.486
SpringFramework, 129, 157, 1022, 10909, 0.112, 0.451, 0.180, 0.791, 3.788
Storm, 199, 87, 999, 10932, 0.166, 0.696, 0.268, 0.859, 6.096
Tomcat, 239, 47, 516, 11415, 0.317, 0.836, 0.459, 0.926, 12.522
Zookeeper, 167, 119, 849, 11082, 0.164, 0.584, 0.257, 0.858, 6.021
