Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 224, 57, 211, 3655, 0.515, 0.797, 0.626, 0.868, 6.600
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 198, 83, 343, 3523, 0.366, 0.705, 0.482, 0.815, 4.401
EMF, 219, 62, 309, 3557, 0.415, 0.779, 0.541, 0.837, 5.121
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 235, 46, 254, 3612, 0.481, 0.836, 0.610, 0.859, 6.092
JFreeChart, 202, 79, 265, 3601, 0.433, 0.719, 0.540, 0.843, 5.384
JMeter, 230, 51, 63, 3803, 0.785, 0.819, 0.801, 0.914, 10.585
JRuby, 197, 84, 217, 3649, 0.476, 0.701, 0.567, 0.858, 6.023
SQuirrel, 220, 61, 202, 3664, 0.521, 0.783, 0.626, 0.870, 6.694
Dubbo, 95, 186, 167, 3699, 0.363, 0.338, 0.350, 0.813, 4.351
Gradle, 74, 207, 134, 3732, 0.356, 0.263, 0.303, 0.810, 4.250
Groovy, 155, 126, 176, 3690, 0.468, 0.552, 0.507, 0.855, 5.911
Hive, 215, 66, 177, 3689, 0.548, 0.765, 0.639, 0.876, 7.094
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 203, 78, 224, 3642, 0.475, 0.722, 0.573, 0.857, 6.016
SpringFramework, 134, 147, 335, 3531, 0.286, 0.477, 0.357, 0.763, 3.217
Storm, 187, 94, 266, 3600, 0.413, 0.665, 0.510, 0.836, 5.092
Tomcat, 208, 73, 192, 3674, 0.520, 0.740, 0.611, 0.870, 6.674
Zookeeper, 139, 142, 244, 3622, 0.363, 0.495, 0.419, 0.813, 4.356
