Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 212, 108, 286, 2717, 0.426, 0.662, 0.518, 0.774, 3.421
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 205, 115, 503, 2500, 0.290, 0.641, 0.399, 0.667, 2.007
EMF, 217, 103, 373, 2630, 0.368, 0.678, 0.477, 0.738, 2.819
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 242, 78, 458, 2545, 0.346, 0.756, 0.475, 0.721, 2.590
JFreeChart, 213, 107, 486, 2517, 0.305, 0.666, 0.418, 0.684, 2.164
JMeter, 213, 107, 332, 2671, 0.391, 0.666, 0.492, 0.754, 3.058
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 232, 88, 375, 2628, 0.382, 0.725, 0.501, 0.748, 2.969
Dubbo, 98, 222, 284, 2719, 0.257, 0.306, 0.279, 0.625, 1.664
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 138, 182, 211, 2792, 0.395, 0.431, 0.413, 0.756, 3.106
Hive, 214, 106, 272, 2731, 0.440, 0.669, 0.531, 0.781, 3.573
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 190, 130, 483, 2520, 0.282, 0.594, 0.383, 0.659, 1.932
SpringFramework, 124, 196, 344, 2659, 0.265, 0.387, 0.315, 0.637, 1.751
Storm, 207, 113, 492, 2511, 0.296, 0.647, 0.406, 0.675, 2.075
Tomcat, 208, 112, 342, 2661, 0.378, 0.650, 0.478, 0.745, 2.927
Zookeeper, 134, 186, 369, 2634, 0.266, 0.419, 0.326, 0.639, 1.766
