Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 93, 42, 65, 1018, 0.589, 0.689, 0.635, 0.812, 4.311
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 94, 41, 117, 966, 0.445, 0.696, 0.543, 0.751, 3.019
EMF, 96, 39, 94, 989, 0.505, 0.711, 0.591, 0.781, 3.559
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 104, 31, 115, 968, 0.475, 0.770, 0.588, 0.767, 3.285
JFreeChart, 100, 35, 111, 972, 0.474, 0.741, 0.578, 0.766, 3.276
JMeter, 88, 47, 86, 997, 0.506, 0.652, 0.570, 0.781, 3.563
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 95, 40, 92, 991, 0.508, 0.704, 0.590, 0.782, 3.583
Dubbo, 51, 84, 103, 980, 0.331, 0.378, 0.353, 0.665, 1.988
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 66, 69, 57, 1026, 0.537, 0.489, 0.512, 0.793, 3.841
Hive, 90, 45, 81, 1002, 0.526, 0.667, 0.588, 0.789, 3.749
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 92, 43, 119, 964, 0.436, 0.681, 0.532, 0.746, 2.934
SpringFramework, 55, 80, 91, 992, 0.377, 0.407, 0.391, 0.706, 2.399
Storm, 85, 50, 130, 953, 0.395, 0.630, 0.486, 0.720, 2.567
Tomcat, 91, 44, 123, 960, 0.425, 0.674, 0.521, 0.739, 2.837
Zookeeper, 74, 61, 81, 1002, 0.477, 0.548, 0.510, 0.768, 3.307
