Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 754, 291, 1948, 26346, 0.279, 0.722, 0.402, 0.872, 6.835
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 715, 330, 3409, 24885, 0.173, 0.684, 0.277, 0.795, 3.868
EMF, 772, 273, 2922, 25372, 0.209, 0.739, 0.326, 0.830, 4.867
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 809, 236, 3097, 25197, 0.207, 0.774, 0.327, 0.828, 4.815
JFreeChart, 702, 343, 2526, 25768, 0.217, 0.672, 0.329, 0.836, 5.106
JMeter, 772, 273, 2049, 26245, 0.274, 0.739, 0.399, 0.870, 6.683
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 734, 311, 2018, 26276, 0.267, 0.702, 0.387, 0.866, 6.488
Dubbo, 388, 657, 1921, 26373, 0.168, 0.371, 0.231, 0.788, 3.718
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 474, 571, 1157, 27137, 0.291, 0.454, 0.354, 0.877, 7.159
Hive, 848, 197, 923, 27371, 0.479, 0.811, 0.602, 0.926, 12.443
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 707, 338, 2583, 25711, 0.215, 0.677, 0.326, 0.834, 5.033
SpringFramework, 530, 515, 2638, 25656, 0.167, 0.507, 0.252, 0.787, 3.697
Storm, 709, 336, 2845, 25449, 0.199, 0.678, 0.308, 0.821, 4.601
Tomcat, 734, 311, 2045, 26249, 0.264, 0.702, 0.384, 0.865, 6.415
Zookeeper, 569, 476, 2471, 25823, 0.187, 0.544, 0.279, 0.810, 4.255
