Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 273, 103, 113, 2002, 0.707, 0.726, 0.717, 0.787, 3.686
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 270, 106, 292, 1823, 0.480, 0.718, 0.576, 0.686, 2.183
EMF, 271, 105, 138, 1977, 0.663, 0.721, 0.690, 0.772, 3.390
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 291, 85, 236, 1879, 0.552, 0.774, 0.645, 0.727, 2.658
JFreeChart, 277, 99, 221, 1894, 0.556, 0.737, 0.634, 0.729, 2.685
JMeter, 258, 118, 117, 1998, 0.688, 0.686, 0.687, 0.781, 3.558
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 276, 100, 230, 1885, 0.545, 0.734, 0.626, 0.723, 2.614
Dubbo, 181, 195, 171, 1944, 0.514, 0.481, 0.497, 0.706, 2.407
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 169, 207, 72, 2043, 0.701, 0.449, 0.548, 0.785, 3.646
Hive, 265, 111, 171, 1944, 0.608, 0.705, 0.653, 0.752, 3.027
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 250, 126, 217, 1898, 0.535, 0.665, 0.593, 0.718, 2.547
SpringFramework, 164, 212, 122, 1993, 0.573, 0.436, 0.495, 0.737, 2.799
Storm, 276, 100, 342, 1773, 0.447, 0.734, 0.555, 0.662, 1.959
Tomcat, 255, 121, 200, 1915, 0.560, 0.678, 0.614, 0.731, 2.713
Zookeeper, 217, 159, 205, 1910, 0.514, 0.577, 0.544, 0.706, 2.407
