Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 208, 174, 148, 3121, 0.584, 0.545, 0.564, 0.821, 4.584
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 317, 65, 287, 2982, 0.525, 0.830, 0.643, 0.801, 4.016
EMF, 218, 164, 247, 3022, 0.469, 0.571, 0.515, 0.777, 3.481
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 242, 140, 286, 2983, 0.458, 0.634, 0.532, 0.772, 3.381
JFreeChart, 243, 139, 201, 3068, 0.547, 0.636, 0.588, 0.809, 4.231
JMeter, 323, 59, 222, 3047, 0.593, 0.846, 0.697, 0.823, 4.664
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 204, 178, 217, 3052, 0.485, 0.534, 0.508, 0.784, 3.631
Dubbo, 253, 129, 185, 3084, 0.578, 0.662, 0.617, 0.819, 4.521
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 259, 123, 114, 3155, 0.694, 0.678, 0.686, 0.849, 5.637
Hive, 314, 68, 143, 3126, 0.687, 0.822, 0.749, 0.848, 5.567
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 309, 73, 168, 3101, 0.648, 0.809, 0.719, 0.838, 5.191
SpringFramework, 244, 138, 881, 2388, 0.217, 0.639, 0.324, 0.518, 1.073
Storm, 316, 66, 187, 3082, 0.628, 0.827, 0.714, 0.833, 5.004
Tomcat, 321, 61, 161, 3108, 0.666, 0.840, 0.743, 0.843, 5.365
Zookeeper, 283, 99, 276, 2993, 0.506, 0.741, 0.601, 0.793, 3.839
